Orthogroup	GCF_000002945.2_ASM294v3_protein	GCF_000146045.2_R64_protein	GCF_000213175.1_v2.0_protein
OG0000721	NP_593178.1	NP_014374.1	XP_009848453.1, XP_009854309.1
OG0000722	NP_593189.2, NP_594695.3	NP_009529.1	XP_009850075.1
OG0000723	NP_593205.1, NP_595300.1	NP_013429.1	XP_009848381.1
OG0000724	NP_593207.1, NP_595296.1	NP_013680.2	XP_009847602.1
OG0000725	NP_593210.1	NP_009387.1, NP_014599.1	XP_009847872.1
OG0000726	NP_593211.1	NP_012977.3	XP_009849326.1, XP_009849945.1
OG0000727	NP_593231.2	NP_013857.1	XP_009854637.1, XP_009855921.1
OG0000728	NP_593254.1	NP_009514.1, NP_012637.4	XP_009851039.1
OG0000729	NP_593256.1	NP_011026.3	XP_009848010.1, XP_009854232.1
OG0000730	NP_593263.1	NP_010698.1	XP_009848754.1, XP_009849040.1
OG0000731	NP_593267.1	NP_014242.1, NP_036194.1	XP_009856959.1
OG0000732	NP_593291.1	NP_012676.3	XP_009849755.1, XP_009854812.1
OG0000733	NP_593308.1		XP_009851900.1, XP_009851902.1, XP_009857144.1
OG0000734	NP_593317.1	NP_012706.1	XP_009847026.1, XP_009849174.1
OG0000735	NP_593397.1, NP_596605.1	NP_010386.1	XP_009851195.1
OG0000736	NP_593400.1	NP_015360.2	XP_009847810.1, XP_009848983.1
OG0000737	NP_593424.1, NP_595344.1	NP_009891.1	XP_009847737.1
OG0000738	NP_593425.1	NP_010054.1, NP_010096.1	XP_009848055.1
OG0000739	NP_593453.1	NP_010201.1, NP_013862.1	XP_009854268.1
OG0000740	NP_593459.1	NP_010884.1, NP_012579.1	XP_009849775.1
OG0000741	NP_593465.2	NP_012441.1	XP_009849017.1, XP_009853982.1
OG0000742	NP_593471.1, NP_594780.1	NP_014706.1	XP_009852319.1
OG0000743	NP_593494.1	NP_010848.2, NP_015519.1	XP_009848914.1
OG0000744	NP_593538.1	NP_010789.1, NP_013284.1	XP_009849172.1
OG0000745	NP_593549.1, NP_595133.1	NP_015214.1	XP_009852776.1
OG0000746	NP_593551.1	NP_012776.1	XP_009848262.1, XP_009853658.1
OG0000747	NP_593556.2	NP_009663.1, NP_011580.3	XP_009849630.1
OG0000748	NP_593558.1, NP_594857.1	NP_011485.1	XP_009847530.1
OG0000749	NP_593561.1	NP_010166.1	XP_009847743.1, XP_009849652.1
OG0000750	NP_593565.1		XP_009848180.1, XP_009848252.1, XP_009855543.1
OG0000751	NP_593583.1	NP_010586.3, NP_011898.1	XP_009850892.1
OG0000752	NP_593607.1, NP_595581.1	NP_012429.1	XP_009851925.1
OG0000753	NP_593615.1	NP_009930.1, NP_010315.1	XP_009856973.1
OG0000754	NP_593636.1	NP_009565.1	XP_009851843.1, XP_009855828.1
OG0000755	NP_593665.1	NP_012068.1, NP_012069.3	XP_009848045.1
OG0000756	NP_593666.1		XP_009847831.1, XP_009851946.1, XP_009854290.1
OG0000757	NP_593677.1	NP_014303.3, NP_014739.1	XP_009851036.1
OG0000758	NP_593715.2	NP_011839.1	XP_009850328.1, XP_009855422.1
OG0000759	NP_593718.2	NP_014398.1	XP_009852081.1, XP_009856811.1
OG0000760	NP_593729.1	NP_012550.1	XP_009847375.1, XP_009850449.1
OG0000761	NP_593731.1, NP_595023.1	NP_009746.1	XP_009855409.1
OG0000762	NP_593737.2, NP_595950.1	NP_009445.2	XP_009848700.1
OG0000763	NP_593744.1	NP_009759.3	XP_009849230.1, XP_009850189.1
OG0000764	NP_593747.1	NP_010922.1	XP_009854276.1, XP_009856093.1
OG0000765	NP_593755.2	NP_010598.3, NP_011933.1	XP_009849539.1
OG0000766	NP_593767.1	NP_011985.1, NP_014278.3	XP_009847621.1
OG0000767	NP_593790.1	NP_012025.1, NP_014142.1	XP_009851258.1
OG0000768	NP_593794.2, NP_594812.1		XP_009849436.1, XP_009855771.1
OG0000769	NP_593800.1, NP_594257.1	NP_116695.3	XP_009849731.1
OG0000770	NP_593801.1, NP_594258.1	NP_011659.3, NP_015485.1	
OG0000771	NP_593818.1	NP_013361.1, NP_014814.1	XP_009849122.1
OG0000772	NP_593819.1, NP_595435.1	NP_011608.1	XP_009855434.1
OG0000773	NP_593827.1	NP_014765.3	XP_009848517.1, XP_009849425.1
OG0000774	NP_593838.1	NP_012401.1, NP_012979.3	XP_009852599.1
OG0000775	NP_593846.1, NP_594041.1	NP_012427.1	XP_009855577.1
OG0000776	NP_593872.1	NP_013905.1, NP_015096.1	XP_009852896.1
OG0000777	NP_593880.1	NP_013940.1	XP_009847975.1, XP_009849953.1
OG0000778	NP_593884.1, NP_596669.1	NP_011471.1	XP_009856140.1
OG0000779	NP_593890.1	NP_011509.1	XP_009854052.1, XP_009854690.1
OG0000780	NP_593915.1, NP_595381.3	NP_013008.3	XP_009854439.1
OG0000781	NP_593924.1	NP_011862.1, NP_012920.1	XP_009857200.1
OG0000782	NP_593950.1, NP_594978.1	NP_010097.1, NP_010148.1	
OG0000783	NP_593958.1	NP_013387.1	XP_009848323.1, XP_009854090.1
OG0000784	NP_593970.1, NP_594920.2	NP_011893.1	XP_009854957.1
OG0000785	NP_593985.1, NP_596841.2		XP_009853106.1, XP_009854299.1
OG0000786	NP_593991.1, NP_595869.1	NP_011069.1	XP_009847551.1
OG0000787	NP_593994.1	NP_013575.1	XP_009852931.1, XP_009853463.1
OG0000788	NP_594037.1	NP_013159.1	XP_009853489.1, XP_009853687.1
OG0000789	NP_594054.1, NP_595944.2	NP_009664.1	XP_009851801.1
OG0000790	NP_594089.1	NP_011872.1	XP_009848050.1, XP_009854847.1
OG0000791	NP_594119.1, NP_596055.1	NP_013534.3	XP_009855356.1
OG0000792	NP_594133.1	NP_010110.1	XP_009852071.1, XP_009852125.1
OG0000793	NP_594145.1		XP_009853826.1, XP_009854801.1, XP_009856444.1
OG0000794	NP_594153.1, NP_595897.1	NP_010812.3	XP_009855525.1
OG0000795	NP_594180.1, NP_596399.1	NP_015194.1	XP_009847564.1
OG0000796	NP_594182.1, NP_596809.1	NP_009460.1	XP_009851232.1
OG0000797	NP_594187.1, NP_595737.1	NP_009960.2	XP_009850518.1
OG0000798	NP_594212.1, NP_594279.1	NP_012657.1	XP_009851692.1
OG0000799	NP_594230.1	NP_014785.3	XP_009848040.1, XP_009856451.1
OG0000800	NP_594243.1, NP_596601.2	NP_011954.1	XP_009855637.1
OG0000801	NP_594263.2	NP_013379.1, NP_014822.1	XP_009852574.1
OG0000802	NP_594274.1	NP_012231.1	XP_009848090.1, XP_009857397.1
OG0000803	NP_594281.1, NP_595269.1	NP_012841.1	XP_009853245.1
OG0000804	NP_594298.1, NP_596158.2	NP_011700.1	XP_009856220.1
OG0000805	NP_594304.1	NP_012010.1, NP_014237.2	XP_009855567.1
OG0000806	NP_594315.1, NP_595850.1	NP_013176.1	XP_009847531.1
OG0000807	NP_594319.1	NP_012490.1, NP_012774.1	XP_009856021.1
OG0000808	NP_594320.2	NP_011943.2	XP_009855836.1, XP_009856531.1
OG0000809	NP_594331.1, NP_595744.1	NP_014967.3	XP_009850373.1
OG0000810	NP_594343.2	NP_014928.1, NP_014929.3	XP_009850095.1
OG0000811	NP_594365.1	NP_013911.1, NP_015084.1	XP_009847246.1
OG0000812	NP_594384.1	NP_012630.1	XP_009848037.1, XP_009850370.1
OG0000813	NP_594402.1	NP_009985.1	XP_009847790.1, XP_009854077.1
OG0000814	NP_594433.1	NP_010729.3, NP_013690.1	XP_009855297.1
OG0000815	NP_594447.2, NP_596436.1	NP_015207.1	XP_009849970.1
OG0000816	NP_594452.1	NP_012299.1, NP_012905.1	XP_009852105.1
OG0000817	NP_594454.1	NP_011846.1, NP_012885.2	XP_009850961.1
OG0000818	NP_594455.1	NP_011798.1	XP_009849440.1, XP_009850414.1
OG0000819	NP_594463.1, NP_595799.2	NP_014230.1	XP_009848336.1
OG0000820	NP_594510.1, NP_596653.1	NP_014621.1	XP_009856391.1
OG0000821	NP_594511.1	NP_009894.1, NP_010802.1	XP_009850862.1
OG0000822	NP_594548.1	NP_012142.3	XP_009849148.1, XP_009856950.1
OG0000823	NP_594554.1	NP_009893.2, NP_010803.3	XP_009856561.1
OG0000824	NP_594602.1	NP_011466.1, NP_011678.3	XP_009850550.1
OG0000825	NP_594604.2	NP_009469.2	XP_009850989.1, XP_009855010.1
OG0000826	NP_594632.1	NP_013598.1, NP_014000.1	XP_009854353.1
OG0000827	NP_594641.2	NP_014395.3	XP_009849130.1, XP_009851987.1
OG0000828	NP_594657.2	NP_009769.1, NP_011461.1	XP_009853015.1
OG0000829	NP_594756.1	NP_009731.4, NP_015220.1	XP_009848901.1
OG0000830	NP_594757.1	NP_010538.1, NP_015288.1	XP_009856309.1
OG0000831	NP_594794.2, NP_595669.1	NP_013308.1	XP_009856720.1
OG0000832	NP_594810.1	NP_013561.1, NP_015498.1	XP_009857157.1
OG0000833	NP_594819.2, NP_595314.1	NP_014713.1	XP_009854875.1
OG0000834	NP_594824.1	NP_009474.1, NP_011031.1	XP_009849580.1
OG0000835	NP_594826.1	NP_010208.1, NP_013510.3	XP_009856029.1
OG0000836	NP_594837.1	NP_012430.1, NP_012954.3	XP_009849645.1
OG0000837	NP_594892.1	NP_011105.4	XP_009850641.1, XP_009854350.1
OG0000838	NP_594895.1	NP_009504.1	XP_009847201.1, XP_009850812.1
OG0000839	NP_594910.1	NP_010746.1, NP_013679.1	XP_009856421.1
OG0000840	NP_594921.1	NP_010012.1	XP_009850597.1, XP_009856462.1
OG0000841	NP_594931.1	NP_013756.1, NP_013757.1	XP_009855141.1
OG0000842	NP_594939.1	NP_012453.1, NP_012943.1	XP_009849143.1
OG0000843	NP_594940.1	NP_013162.1, NP_116619.1	XP_009847863.1
OG0000844	NP_594972.1	NP_012809.1	XP_009852657.1, XP_009853474.1
OG0000845	NP_595005.1		XP_009849176.1, XP_009851725.1, XP_009853765.1
OG0000846	NP_595017.1	NP_011750.1	XP_009853075.1, XP_009855288.1
OG0000847	NP_595083.2	NP_013481.3	XP_009849562.1, XP_009854112.1
OG0000848	NP_595086.1	NP_010284.1	XP_009847636.1, XP_009855817.1
OG0000849	NP_595129.1, NP_596817.1	NP_011882.1	XP_009853605.1
OG0000850	NP_595167.1, NP_596104.1	NP_014514.1	XP_009850730.1
OG0000851	NP_595176.2	NP_010396.1, NP_013190.1	XP_009854472.1
OG0000852	NP_595192.1	NP_009598.1, NP_010301.1	XP_009847400.1
OG0000853	NP_595205.1	NP_012153.1, NP_014345.3	XP_009850759.1
OG0000854	NP_595211.1	NP_009464.2, NP_011044.1	XP_009854998.1
OG0000855	NP_595213.1	NP_010222.1, NP_013492.3	XP_009848301.1
OG0000856	NP_595214.1	NP_011885.1, NP_012766.1	XP_009857184.1
OG0000857	NP_595217.1	NP_011647.1, NP_015475.1	XP_009848488.1
OG0000858	NP_595245.1	NP_010735.3, NP_013688.1	XP_009849969.1
OG0000859	NP_595256.1, NP_596437.2	NP_011720.3	XP_009854552.1
OG0000860	NP_595259.1	NP_010862.1	XP_009849564.1, XP_009854438.1
OG0000861	NP_595287.1	NP_009580.1, NP_009593.1	XP_009856277.1
OG0000862	NP_595290.1	NP_011552.1, NP_013454.1	XP_009847379.1
OG0000863	NP_595322.1	NP_001335753.1, NP_015404.1	XP_009851519.1
OG0000864	NP_595325.2	NP_011550.3	XP_009848315.1, XP_009849173.1
OG0000865	NP_595338.1	NP_010471.1, NP_013269.1	XP_009847578.1
OG0000866	NP_595340.1	NP_014700.1	XP_009848123.1, XP_009856371.1
OG0000867	NP_595359.2, NP_596275.1	NP_012719.2	XP_009854218.1
OG0000868	NP_595362.1	NP_012927.3	XP_009849682.1, XP_009851274.1
OG0000869	NP_595382.1	NP_013826.1	XP_009849708.1, XP_009851507.1
OG0000870	NP_595383.2	NP_010106.1, NP_012186.1	XP_009848465.1
OG0000871	NP_595387.1	NP_009669.1	XP_009851437.1, XP_009857113.1
OG0000872	NP_595408.1	NP_012000.1	XP_009847263.1, XP_009851352.1
OG0000873	NP_595485.1	NP_009955.2, NP_010900.1	XP_009857198.1
OG0000874	NP_595495.1	NP_013601.1, NP_013998.1	XP_009850085.1
OG0000875	NP_595571.1, NP_596424.1	NP_012274.1	XP_009857264.1
OG0000876	NP_595578.1	NP_011799.3, NP_014041.1	XP_009857165.1
OG0000877	NP_595588.1	NP_012292.3	XP_009853601.1, XP_009853894.1
OG0000878	NP_595654.1	NP_011548.2, NP_013448.1	XP_009851620.1
OG0000879	NP_595655.1	NP_014305.1	XP_009848527.1, XP_009851014.1
OG0000880	NP_595678.1	NP_009778.3, NP_009779.3	XP_009855186.1
OG0000881	NP_595684.1	NP_011694.3	XP_009852387.1, XP_009854965.1
OG0000882	NP_595771.1, NP_596775.2	NP_012635.1	XP_009855926.1
OG0000883	NP_595779.1	NP_015085.1	XP_009848120.1, XP_009855866.1
OG0000884	NP_595791.1	NP_009402.1, NP_011513.1	XP_009854442.1
OG0000885	NP_595818.1	NP_011773.3	XP_009853433.1, XP_009855090.1
OG0000886	NP_595823.1	NP_009720.1, NP_012364.2	XP_009855068.1
OG0000887	NP_595828.2	NP_010463.1, NP_013265.1	XP_009857039.1
OG0000888	NP_595829.1	NP_010556.1	XP_009854373.1, XP_009856026.1
OG0000889	NP_595832.1	NP_011830.1, NP_013055.1	XP_009854095.1
OG0000890	NP_595852.1	NP_012399.1, NP_012983.3	XP_009857382.1
OG0000891	NP_595862.1	NP_009561.2	XP_009857069.1, XP_009857364.1
OG0000892	NP_596001.1	NP_010676.1	XP_009848486.1, XP_009856880.1
OG0000893	NP_596050.1	NP_010549.3, NP_014676.1	XP_009853246.1
OG0000894	NP_596085.1	NP_009614.2	XP_009848081.1, XP_009853661.1
OG0000895	NP_596102.1	NP_011860.1, NP_012917.3	XP_009850797.1
OG0000896	NP_596103.2	NP_014295.1, NP_014751.1	XP_009855385.1
OG0000897	NP_596146.1	NP_009803.3, NP_012303.1	XP_009847797.1
OG0000898	NP_596207.1	NP_009486.3, NP_011024.1	XP_009856070.1
OG0000899	NP_596245.1	NP_014426.3	XP_009848263.1, XP_009849351.1
OG0000900	NP_596246.1	NP_013785.1, NP_015376.1	XP_009853348.1
OG0000901	NP_596272.1	NP_009780.1	XP_009854521.1, XP_009857016.1
OG0000902	NP_596280.1	NP_012301.3, NP_012302.3	XP_009855375.1
OG0000903	NP_596306.1	NP_010726.3, NP_013694.1	XP_009847357.1
OG0000904	NP_596328.1, NP_596598.1	NP_010267.3	XP_009852851.1
OG0000905	NP_596331.1	NP_010432.3	XP_009853329.1, XP_009856579.1
OG0000906	NP_596345.1	NP_011757.3, NP_012031.1	XP_009856700.1
OG0000907	NP_596371.1	NP_010613.1, NP_011948.1	XP_009849957.1
OG0000908	NP_596374.1	NP_010980.1, NP_012214.3	XP_009852862.1
OG0000909	NP_596417.1	NP_013019.1	XP_009851804.1, XP_009854751.1
OG0000910	NP_596420.1	NP_011570.1, NP_013461.1	XP_009853417.1
OG0000911	NP_596432.1	NP_010936.1, NP_011011.3	XP_009856072.1
OG0000912	NP_596445.1	NP_010918.1	XP_009847421.1, XP_009853444.1
OG0000913	NP_596455.1	NP_010793.2, NP_013278.1	XP_009852153.1
OG0000914	NP_596458.1	NP_010099.1, NP_010151.1	XP_009854293.1
OG0000915	NP_596483.1	NP_014998.3	XP_009852468.1, XP_009855173.1
OG0000916	NP_596507.1	NP_009741.3, NP_015236.1	XP_009856733.1
OG0000917	NP_596512.3	NP_014362.3	XP_009853578.1, XP_009854094.1
OG0000918	NP_596528.1	NP_011078.3	XP_009847562.1, XP_009854433.1
OG0000919	NP_596536.1	NP_014431.1	XP_009847816.1, XP_009848052.1
OG0000920	NP_596578.2	NP_013964.1, NP_014943.1	XP_009849531.1
OG0000921	NP_596613.1	NP_010892.1, NP_012565.1	XP_009849748.1
OG0000922	NP_596643.1	NP_011523.3, NP_013730.1	XP_009857336.1
OG0000923	NP_596647.1	NP_010383.4, NP_011101.3	XP_009856459.1
OG0000924	NP_596686.1	NP_015297.1	XP_009849289.1, XP_009856718.1
OG0000925	NP_596731.1	NP_010790.3, NP_013281.1	XP_009856630.1
OG0000926	NP_596733.1	NP_012234.3	XP_009851373.1, XP_009852255.1
OG0000927	NP_596741.1	NP_011514.1	XP_009847318.1, XP_009856592.1
OG0000928	NP_596793.1	NP_014124.1	XP_009847267.1, XP_009855257.1
OG0000929	NP_596797.1	NP_010933.1, NP_013807.1	XP_009847780.1
OG0000930	NP_596827.1	NP_013396.1, NP_014828.1	XP_009857312.1
OG0000931	NP_596855.1	NP_011930.1	XP_009850522.1, XP_009855225.1
OG0000932	NP_596859.1	NP_009576.1, NP_010292.1	XP_009849782.1
OG0000933	YP_011104928.1	NP_009305.1, NP_009307.2, NP_009308.2	
OG0000934		NP_001403028.1, NP_011254.1, NP_878038.1, NP_878159.3	
OG0000935		NP_009430.1, NP_012084.3, NP_012097.1, NP_014487.1	
OG0000936		NP_010059.1, NP_013660.1, NP_014205.1	XP_009857154.1
OG0000937		NP_010107.1	XP_009853571.1, XP_009855198.1, XP_009855774.1
OG0000938		NP_010235.1, NP_010751.4, NP_011870.1, NP_013479.3	
OG0000939		NP_010916.1, NP_011257.1, NP_012251.3, NP_014457.3	
OG0000940		NP_011782.1	XP_009856234.1, XP_009856380.1, XP_009857258.1
OG0000941		NP_011829.1, NP_011879.1, NP_013054.1, NP_116678.1	
OG0000942		NP_011992.1	XP_009848312.1, XP_009850051.1, XP_009854046.1
OG0000943		NP_012102.1	XP_009851206.1, XP_009852394.1, XP_009854009.1
OG0000944		NP_012493.1, NP_014870.1, NP_015188.1	XP_009847218.1
OG0000945		NP_012595.1, NP_012721.1	XP_009852282.1, XP_009855291.1
OG0000946		NP_012612.3	XP_009850307.1, XP_009850345.1, XP_009853635.1
OG0000947		NP_012700.1, NP_013368.1, NP_014805.3, NP_014815.3	
OG0000948		NP_012733.1, NP_015178.1	XP_009852130.1, XP_009856075.1
OG0000949		NP_013038.1, NP_014054.3, NP_015050.1	XP_009855669.1
OG0000950		NP_013047.1, NP_013048.1, NP_015518.1	XP_009854987.1
OG0000951		NP_013596.1, NP_014002.1, NP_014466.1, NP_014467.3	
OG0000952		NP_878122.1, NP_878123.1, NP_878126.1, NP_878127.1	
OG0000953			XP_009847035.1, XP_009854867.1, XP_009854886.1, XP_009854893.1
OG0000954			XP_009847095.1, XP_009848733.1, XP_009851586.1, XP_009851665.1
OG0000955			XP_009847207.1, XP_009848917.1, XP_009857005.1, XP_009857293.1
OG0000956			XP_009847410.1, XP_009850381.1, XP_009855372.1, XP_009857303.1
OG0000957			XP_009847637.1, XP_009847854.1, XP_009853079.1, XP_009856023.1
OG0000958			XP_009847828.1, XP_009854132.1, XP_009854687.1, XP_009856498.1
OG0000959			XP_009847928.1, XP_009852385.1, XP_009854670.1, XP_009855694.1
OG0000960			XP_009848104.1, XP_009851030.1, XP_009851092.1, XP_009852462.1
OG0000961			XP_009848201.1, XP_009851410.1, XP_009851444.1, XP_009856057.1
OG0000962			XP_009848611.1, XP_009849335.1, XP_009854602.1, XP_009856203.1
OG0000963			XP_009848626.1, XP_009851573.1, XP_009854955.1, XP_009855615.1
OG0000964			XP_009848756.1, XP_009848850.1, XP_009849510.1, XP_009849513.1
OG0000965			XP_009848806.1, XP_009851590.1, XP_009853836.1, XP_009854929.1
OG0000966			XP_009848833.1, XP_009850248.1, XP_009851567.1, XP_009856479.1
OG0000967			XP_009848834.1, XP_009849546.1, XP_009851688.1, XP_009852086.1
OG0000968			XP_009848865.1, XP_009851412.1, XP_009854587.1, XP_009854814.1
OG0000969			XP_009849018.1, XP_009849813.1, XP_009851776.1, XP_009852867.1
OG0000970			XP_009849192.1, XP_009850538.1, XP_009854699.1, XP_009856477.1
OG0000971			XP_009849227.1, XP_009853006.1, XP_009853007.1, XP_009854328.1
OG0000972			XP_009849584.1, XP_009850722.1, XP_009851253.1, XP_009855125.1
OG0000973			XP_009849666.1, XP_009850361.1, XP_009851834.1, XP_009853970.1
OG0000974			XP_009849938.1, XP_009851304.1, XP_009853832.1, XP_009854039.1
OG0000975			XP_009850249.1, XP_009851060.1, XP_009851375.1, XP_009853976.1
OG0000976			XP_009850346.1, XP_009850429.1, XP_009850432.1, XP_009850433.1
OG0000977			XP_009850489.1, XP_009853001.1, XP_009854698.1, XP_009855629.1
OG0000978			XP_009850591.1, XP_009853434.1, XP_009854716.1, XP_009855261.1
OG0000979			XP_009851335.1, XP_009852114.1, XP_009854639.1, XP_009857279.1
OG0000980			XP_009851883.1, XP_009853722.1, XP_009854002.1, XP_009856942.1
OG0000981			XP_009852431.1, XP_009852703.1, XP_009852817.1, XP_009853121.1
OG0000982			XP_009853192.1, XP_009853194.1, XP_009853195.1, XP_009855248.1
OG0000983			XP_009853580.1, XP_009853618.1, XP_009853683.1, XP_009855304.1
OG0000984			XP_009853925.1, XP_009854859.1, XP_009855756.1, XP_009857139.1
OG0000985			XP_009854915.1, XP_009854967.1, XP_009855498.1, XP_009856528.1
OG0000986			XP_009849676.1, XP_009852397.1, XP_009856838.1
OG0000987			XP_009848930.1, XP_009855240.1, XP_009855383.1
OG0000988	NP_001343041.1	NP_013732.1, NP_015025.3	
OG0000989	NP_587726.1		XP_009849930.1, XP_009853915.1
OG0000990	NP_593001.1, NP_596766.1		XP_009854551.1
OG0000991	NP_594074.1	NP_012868.1	XP_009852617.1
OG0000992			XP_009848629.1, XP_009848804.1, XP_009852658.1
OG0000993	NP_588241.1		XP_009847815.1, XP_009850930.1
OG0000994	NP_592771.1, NP_592780.1		XP_009848442.1
OG0000995	NP_588376.1	NP_010765.3	XP_009848424.1
OG0000996	NP_595405.1	NP_012806.1	XP_009847700.1
OG0000997	NP_001018849.1	NP_015115.1	XP_009850894.1
OG0000998			XP_009847109.1, XP_009847391.1, XP_009855652.1
OG0000999			XP_009847453.1, XP_009853522.1, XP_009855676.1
OG0001000			XP_009847199.1, XP_009849502.1, XP_009851766.1
OG0001001	NP_588250.1	NP_015058.1	XP_009851472.1
OG0001002	NP_588521.1	NP_116600.1	XP_009849604.1
OG0001003	NP_596487.1	NP_010983.2	XP_009850843.1
OG0001004	NP_596787.1		XP_009849060.1, XP_009851509.1
OG0001005	NP_594670.1	NP_015512.1	XP_009850824.1
OG0001006	NP_593253.1	NP_010929.3	XP_009849492.1
OG0001007	NP_595937.1	NP_011395.1	XP_009852015.1
OG0001008	NP_593091.1	NP_012845.1	XP_009857325.1
OG0001009	NP_595686.2	NP_014408.1	XP_009847558.1
OG0001010	NP_595890.2	NP_013012.3	XP_009856552.1
OG0001011	NP_594527.1	NP_009490.1	XP_009855799.1
OG0001012	NP_594675.1		XP_009847803.1, XP_009848318.1
OG0001013	NP_596620.1	NP_015170.1	XP_009856657.1
OG0001014	NP_596349.1	NP_010175.1	XP_009848364.1
OG0001015	NP_001342995.1	NP_009718.3	XP_009854158.1
OG0001016	NP_587921.1	NP_015294.1	XP_009851307.1
OG0001017	NP_594393.1	NP_012783.1	XP_009847840.1
OG0001018	NP_587701.1	NP_009672.1	XP_009848370.1
OG0001019	NP_594569.1	NP_014309.3	XP_009849787.1
OG0001020	NP_001018193.1	NP_012148.1	XP_009857168.1
OG0001021	NP_593536.1	NP_013330.1	XP_009850612.1
OG0001022	NP_001018257.1		XP_009852509.1, XP_009855220.1
OG0001023	NP_593968.1	NP_014125.1	XP_009849127.1
OG0001024	NP_587997.1	NP_014288.3	XP_009854522.1
OG0001025	NP_594582.1	NP_010996.2	XP_009852516.1
OG0001026	NP_593249.1	NP_013363.1	XP_009850142.1
OG0001027	NP_596205.1	NP_116615.1	XP_009851868.1
OG0001028	NP_594580.1	NP_116650.1	XP_009849419.1
OG0001029	NP_592867.1	NP_012850.1	XP_009851682.1
OG0001030	NP_593245.1	NP_012500.3	XP_009854462.1
OG0001031	NP_593531.1	NP_011675.1	XP_009856363.1
OG0001032	NP_595094.1	NP_014518.1	XP_009847236.1
OG0001033	NP_592805.1, NP_593989.1		XP_009847430.1
OG0001034	NP_587984.1	NP_010529.3	XP_009857249.1
OG0001035	NP_588379.1, NP_594410.1		XP_009852200.1
OG0001036	NP_593998.1		XP_009850203.1, XP_009853102.1
OG0001037	NP_595955.1	NP_010423.4	XP_009856142.1
OG0001038	NP_595361.1	NP_014021.1	XP_009857220.1
OG0001039	NP_001018764.1	NP_010528.3	XP_009850034.1
OG0001040	NP_001342849.1	NP_012926.1	XP_009847254.1
OG0001041	NP_596014.1	NP_013100.1	XP_009856454.1
OG0001042	NP_001342950.1	NP_014649.1	XP_009849784.1
OG0001043	NP_593287.3	NP_010157.1	XP_009850805.1
OG0001044	NP_595792.1	NP_013066.1	XP_009852186.1
OG0001045	NP_587770.1	NP_012724.1	XP_009855053.1
OG0001046	NP_593582.1	NP_014680.2	XP_009848233.1
OG0001047	NP_594067.2	NP_009751.1	XP_009855484.1
OG0001048	NP_595541.1	NP_012132.3	XP_009847668.1
OG0001049	NP_596213.1		XP_009850062.1, XP_009852298.1
OG0001050	NP_594179.1	NP_009618.2	XP_009853991.1
OG0001051	NP_596697.3	NP_013941.2	XP_009847559.1
OG0001052	NP_595428.1	NP_014335.1	XP_009855954.1
OG0001053	NP_596309.1	NP_013191.1	XP_009851233.1
OG0001054	NP_001018227.1	NP_015336.1	XP_009854455.1
OG0001055	NP_596636.2	NP_011610.3	XP_009855924.1
OG0001056	NP_595952.1	NP_014316.3	XP_009851982.1
OG0001057	NP_001342848.1	NP_011975.1	XP_009848249.1
OG0001058	NP_593159.1	NP_009928.1	XP_009852611.1
OG0001059	NP_594754.1	NP_013418.2	XP_009848697.1
OG0001060	NP_588420.1	NP_010236.1	XP_009852534.1
OG0001061	NP_593740.1	NP_014429.3	XP_009849203.1
OG0001062	NP_596646.1	NP_010360.1	XP_009849390.1
OG0001063	NP_594424.1	NP_010159.1	XP_009852139.1
OG0001064	NP_001342767.1, NP_594944.1		XP_009854463.1
OG0001065	NP_594204.1	NP_012942.3	XP_009852979.1
OG0001066	NP_596534.1	NP_012570.3	XP_009852246.1
OG0001067	NP_594205.1	NP_009684.1	XP_009853135.1
OG0001068	NP_595866.1	NP_009819.1	XP_009857118.1
OG0001069	NP_594929.1	NP_010377.3	XP_009855269.1
OG0001070	NP_596239.1	NP_010462.3	XP_009847311.1
OG0001071	NP_595579.2	NP_012352.2	XP_009852254.1
OG0001072	NP_594936.1	NP_009493.1	XP_009853425.1
OG0001073	NP_588349.1	NP_010484.1	XP_009855222.1
OG0001074	NP_001342972.1, NP_593610.1		XP_009847865.1
