fg,nc,nt
FGRAMPH1_01T04847,NCU04620,NEUTE1DRAFT_77405
FGRAMPH1_01T04849,NCU07739,NEUTE1DRAFT_120500
FGRAMPH1_01T04851,NCU04135,NEUTE1DRAFT_75464
FGRAMPH1_01T04855,NCU04137,NEUTE1DRAFT_56774
FGRAMPH1_01T04857,NCU04138,NEUTE1DRAFT_127296
FGRAMPH1_01T04859,NCU04139,NEUTE1DRAFT_75453
FGRAMPH1_01T04861,NCU04142,NEUTE1DRAFT_56764
FGRAMPH1_01T04865,NCU04144,NEUTE1DRAFT_127291
FGRAMPH1_01T04885,NCU08909,NEUTE1DRAFT_116148
FGRAMPH1_01T04889,NCU11264,NEUTE1DRAFT_88135
FGRAMPH1_01T04897,NCU08922,NEUTE1DRAFT_77643
FGRAMPH1_01T04901,NCU01225,NEUTE1DRAFT_57702
FGRAMPH1_01T04925,NCU01229,NEUTE1DRAFT_76377
FGRAMPH1_01T04927,NCU02337,NEUTE1DRAFT_86131
FGRAMPH1_01T04935,NCU07784,NEUTE1DRAFT_116174
FGRAMPH1_01T04941,NCU07778,NEUTE1DRAFT_128153
FGRAMPH1_01T04945,NCU01211,NEUTE1DRAFT_127649
FGRAMPH1_01T04947,NCU01212,NEUTE1DRAFT_57728
FGRAMPH1_01T04953,NCU04590,NEUTE1DRAFT_77340
FGRAMPH1_01T04957,NCU04580,NEUTE1DRAFT_77315
FGRAMPH1_01T04963,NCU04577,NEUTE1DRAFT_77307
FGRAMPH1_01T04993,NCU09659,NEUTE1DRAFT_116208
FGRAMPH1_01T04997,NCU07741,NEUTE1DRAFT_59004
FGRAMPH1_01T04999,NCU07742,NEUTE1DRAFT_128131
FGRAMPH1_01T05013,NCU04133,NEUTE1DRAFT_143846
FGRAMPH1_01T05015,NCU04110,NEUTE1DRAFT_75523
FGRAMPH1_01T05041,NCU01047,NEUTE1DRAFT_120100
FGRAMPH1_01T05049,NCU01070,NEUTE1DRAFT_76678
FGRAMPH1_01T05057,NCU01218,NEUTE1DRAFT_127643
FGRAMPH1_01T05059,NCU01220,NEUTE1DRAFT_144199
FGRAMPH1_01T05061,XP_011394487.1,NEUTE1DRAFT_115903
FGRAMPH1_01T05063,NCU07746,NEUTE1DRAFT_108046
FGRAMPH1_01T05065,NCU07747,NEUTE1DRAFT_77694
FGRAMPH1_01T05067,NCU07748,NEUTE1DRAFT_59015
FGRAMPH1_01T05075,NCU09679,NEUTE1DRAFT_98602
FGRAMPH1_01T05083,NCU03152,NEUTE1DRAFT_118878
FGRAMPH1_01T05087,NCU09691,NEUTE1DRAFT_128085
FGRAMPH1_01T05123,NCU01067,NEUTE1DRAFT_76685
FGRAMPH1_01T05125,NCU01068,NEUTE1DRAFT_127753
FGRAMPH1_01T05133,NCU09356,NEUTE1DRAFT_146870
FGRAMPH1_01T05235,NCU04033,NEUTE1DRAFT_112959
FGRAMPH1_01T05279,NCU05644,NEUTE1DRAFT_68676
FGRAMPH1_01T05283,NCU05646,NEUTE1DRAFT_124509
FGRAMPH1_01T05299,NCU05641,NEUTE1DRAFT_87366
FGRAMPH1_01T05305,NCU02486,NEUTE1DRAFT_92274
FGRAMPH1_01T05341,NCU04621,NEUTE1DRAFT_128018
FGRAMPH1_01T05375,NCU04032,NEUTE1DRAFT_131983
FGRAMPH1_01T05381,NCU05650,NEUTE1DRAFT_124505
FGRAMPH1_01T05389,NCU05939,NEUTE1DRAFT_132169
FGRAMPH1_01T05421,NCU02880,NEUTE1DRAFT_17689
FGRAMPH1_01T05649,NCU07583,NEUTE1DRAFT_120610
FGRAMPH1_01T05651,NCU05141,NEUTE1DRAFT_96229
FGRAMPH1_01T05671,NCU03322,NEUTE1DRAFT_133131
FGRAMPH1_01T05677,NCU06641,NEUTE1DRAFT_34042
FGRAMPH1_01T05829,NCU09783,NEUTE1DRAFT_68626
FGRAMPH1_01T05843,NCU09032,NEUTE1DRAFT_147686
FGRAMPH1_01T05867,NCU04954,NEUTE1DRAFT_128310
FGRAMPH1_01T05885,NCU04943,NEUTE1DRAFT_59447
FGRAMPH1_01T05889,NCU04945,NEUTE1DRAFT_78134
FGRAMPH1_01T05903,NCU04898,NEUTE1DRAFT_78063
FGRAMPH1_01T05907,NCU04855,NEUTE1DRAFT_128259
FGRAMPH1_01T05909,NCU04927,NEUTE1DRAFT_78103
FGRAMPH1_01T05917,NCU04859,NEUTE1DRAFT_144861
FGRAMPH1_01T05919,NCU11365,NEUTE1DRAFT_120620
FGRAMPH1_01T05925,NCU05194,NEUTE1DRAFT_121681
FGRAMPH1_01T05927,NCU07617,NEUTE1DRAFT_120630
FGRAMPH1_01T05937,NCU05220,NEUTE1DRAFT_116720
FGRAMPH1_01T05939,NCU05221,NEUTE1DRAFT_80538
FGRAMPH1_01T05945,NCU05225,NEUTE1DRAFT_121654
FGRAMPH1_01T05947,NCU05233,NEUTE1DRAFT_80506
FGRAMPH1_01T05949,NCU05234,NEUTE1DRAFT_61827
FGRAMPH1_01T05953,NCU05237,NEUTE1DRAFT_145833
FGRAMPH1_01T05979,NCU06230,NEUTE1DRAFT_81372
FGRAMPH1_01T05983,NCU06227,NEUTE1DRAFT_81366
FGRAMPH1_01T05985,NCU06226,NEUTE1DRAFT_116889
FGRAMPH1_01T05987,NCU11311,NEUTE1DRAFT_81360
FGRAMPH1_01T05989,NCU11312,NEUTE1DRAFT_129530
FGRAMPH1_01T05995,NCU06223,NEUTE1DRAFT_129527
FGRAMPH1_01T05999,NCU06204,NEUTE1DRAFT_121997
FGRAMPH1_01T06005,NCU06207,NEUTE1DRAFT_116882
FGRAMPH1_01T06007,NCU06209,NEUTE1DRAFT_62642
FGRAMPH1_01T06009,NCU06210,NEUTE1DRAFT_116884
FGRAMPH1_01T06013,NCU06212,NEUTE1DRAFT_122005
FGRAMPH1_01T06019,NCU06214,NEUTE1DRAFT_122007
FGRAMPH1_01T06021,NCU06215,NEUTE1DRAFT_122008
FGRAMPH1_01T06023,NCU06216,NEUTE1DRAFT_146182
FGRAMPH1_01T06025,NCU06217,NEUTE1DRAFT_122010
FGRAMPH1_01T06029,NCU06218,NEUTE1DRAFT_146184
FGRAMPH1_01T06045,NCU06436,NEUTE1DRAFT_121896
FGRAMPH1_01T06047,NCU06453,NEUTE1DRAFT_121912
FGRAMPH1_01T06053,NCU06465,NEUTE1DRAFT_41476
FGRAMPH1_01T06057,NCU06462,NEUTE1DRAFT_129441
FGRAMPH1_01T06059,NCU06463,NEUTE1DRAFT_121920
FGRAMPH1_01T06061,NCU06461,NEUTE1DRAFT_81147
FGRAMPH1_01T06065,NCU00164,NEUTE1DRAFT_100748
FGRAMPH1_01T06067,NCU00163,NEUTE1DRAFT_63156
FGRAMPH1_01T06069,NCU00162,NEUTE1DRAFT_63152
FGRAMPH1_01T06079,NCU00158,NEUTE1DRAFT_122203
FGRAMPH1_01T06083,NCU00159,NEUTE1DRAFT_81823
FGRAMPH1_01T06085,NCU07832,NEUTE1DRAFT_62227
FGRAMPH1_01T06093,NCU07834,NEUTE1DRAFT_80911
FGRAMPH1_01T06099,NCU07837,NEUTE1DRAFT_121828
FGRAMPH1_01T06101,NCU07830,NEUTE1DRAFT_116792
FGRAMPH1_01T06105,NCU07828,NEUTE1DRAFT_80895
FGRAMPH1_01T06107,NCU07831,NEUTE1DRAFT_121824
FGRAMPH1_01T06123,NCU06277,NEUTE1DRAFT_122071
FGRAMPH1_01T06129,NCU07926,NEUTE1DRAFT_78273
FGRAMPH1_01T06137,NCU06276,NEUTE1DRAFT_146237
FGRAMPH1_01T06141,NCU06272,NEUTE1DRAFT_122065
FGRAMPH1_01T06145,NCU06270,NEUTE1DRAFT_146232
FGRAMPH1_01T06147,NCU06269,NEUTE1DRAFT_146231
FGRAMPH1_01T06149,NCU06268,NEUTE1DRAFT_122061
FGRAMPH1_01T06153,NCU06266,NEUTE1DRAFT_146228
FGRAMPH1_01T06161,NCU06279,NEUTE1DRAFT_62808
FGRAMPH1_01T06165,NCU00005,NEUTE1DRAFT_81495
FGRAMPH1_01T06183,NCU06273,NEUTE1DRAFT_81474
FGRAMPH1_01T06193,NCU07898,NEUTE1DRAFT_78324
FGRAMPH1_01T06201,NCU00467,NEUTE1DRAFT_82458
FGRAMPH1_01T06205,NCU06265,NEUTE1DRAFT_62773
FGRAMPH1_01T06207,NCU05560,NEUTE1DRAFT_49063
FGRAMPH1_01T06213,NCU07826,NEUTE1DRAFT_116789
FGRAMPH1_01T06219,NCU06222,NEUTE1DRAFT_81347
FGRAMPH1_01T06227,NCU00136,NEUTE1DRAFT_81777
FGRAMPH1_01T06229,NCU06192,NEUTE1DRAFT_62605
FGRAMPH1_01T06231,NCU06193,NEUTE1DRAFT_81288
FGRAMPH1_01T06235,NCU06196,NEUTE1DRAFT_81294
FGRAMPH1_01T06241,NCU00148,NEUTE1DRAFT_63118
FGRAMPH1_01T06243,NCU00147,NEUTE1DRAFT_63115
FGRAMPH1_01T06245,NCU00146,NEUTE1DRAFT_63112
FGRAMPH1_01T06247,NCU00145,NEUTE1DRAFT_122189
FGRAMPH1_01T06251,NCU00112,NEUTE1DRAFT_122163
FGRAMPH1_01T06257,NCU00114,NEUTE1DRAFT_129663
FGRAMPH1_01T06259,NCU00115,NEUTE1DRAFT_81733
FGRAMPH1_01T06263,NCU00117,NEUTE1DRAFT_63061
FGRAMPH1_01T06287,NCU04328,NEUTE1DRAFT_143697
FGRAMPH1_01T06291,NCU04324,NEUTE1DRAFT_75085
FGRAMPH1_01T06293,NCU05778,NEUTE1DRAFT_124210
FGRAMPH1_01T06295,NCU11424,NEUTE1DRAFT_147619
FGRAMPH1_01T06299,NCU01005,NEUTE1DRAFT_16584
FGRAMPH1_01T06321,NCU04671,NEUTE1DRAFT_58836
FGRAMPH1_01T06329,NCU05783,NEUTE1DRAFT_47350
FGRAMPH1_01T06331,NCU05782,NEUTE1DRAFT_124213
FGRAMPH1_01T06335,NCU05781,NEUTE1DRAFT_131523
FGRAMPH1_01T06337,NCU05777,NEUTE1DRAFT_67925
FGRAMPH1_01T06343,NCU01039,NEUTE1DRAFT_120105
FGRAMPH1_01T06353,NCU05798,NEUTE1DRAFT_131532
FGRAMPH1_01T06355,NCU05797,NEUTE1DRAFT_148308
FGRAMPH1_01T06363,NCU05771,NEUTE1DRAFT_47991
FGRAMPH1_01T06371,NCU05758,NEUTE1DRAFT_131497
FGRAMPH1_01T06369,NCU05753,NEUTE1DRAFT_86559
FGRAMPH1_01T06375,NCU05121,NEUTE1DRAFT_50259
FGRAMPH1_01T06377,NCU05120,NEUTE1DRAFT_124967
FGRAMPH1_01T06379,NCU05119,NEUTE1DRAFT_28458
FGRAMPH1_01T06381,NCU05118,NEUTE1DRAFT_118325
FGRAMPH1_01T06383,NCU05117,NEUTE1DRAFT_149032
FGRAMPH1_01T06385,NCU05926,NEUTE1DRAFT_148990
FGRAMPH1_01T06387,NCU05927,NEUTE1DRAFT_124928
FGRAMPH1_01T06421,NCU08231,NEUTE1DRAFT_82823
FGRAMPH1_01T06425,NCU08124,NEUTE1DRAFT_86451
FGRAMPH1_01T06445,NCU01057,NEUTE1DRAFT_144321
FGRAMPH1_01T06447,NCU09738,NEUTE1DRAFT_78605
FGRAMPH1_01T06469,NCU09521,NEUTE1DRAFT_121715
FGRAMPH1_01T06477,NCU09161,NEUTE1DRAFT_80736
FGRAMPH1_01T06481,NCU10002,NEUTE1DRAFT_80781
FGRAMPH1_01T06483,NCU05697,NEUTE1DRAFT_145974
FGRAMPH1_01T06485,NCU11357,NEUTE1DRAFT_145973
FGRAMPH1_01T06487,NCU05692,NEUTE1DRAFT_121777
FGRAMPH1_01T06489,NCU05691,NEUTE1DRAFT_121776
FGRAMPH1_01T06495,NCU04669,NEUTE1DRAFT_77510
FGRAMPH1_01T06505,NCU05688,NEUTE1DRAFT_137157
FGRAMPH1_01T06511,NCU05714,NEUTE1DRAFT_80830
FGRAMPH1_01T06517,NCU05681,NEUTE1DRAFT_80790
FGRAMPH1_01T06523,NCU05686,NEUTE1DRAFT_116768
FGRAMPH1_01T06539,NCU09516,NEUTE1DRAFT_80682
FGRAMPH1_01T06541,NCU09517,NEUTE1DRAFT_43122
FGRAMPH1_01T06543,NCU05717,NEUTE1DRAFT_62159
FGRAMPH1_01T06553,NCU05720,NEUTE1DRAFT_62163
FGRAMPH1_01T06561,NCU09500,NEUTE1DRAFT_129263
FGRAMPH1_01T06565,NCU09502,NEUTE1DRAFT_145923
FGRAMPH1_01T06569,NCU09512,NEUTE1DRAFT_121723
FGRAMPH1_01T06571,NCU09513,NEUTE1DRAFT_116744
FGRAMPH1_01T06607,NCU08856,NEUTE1DRAFT_98755
FGRAMPH1_01T06609,NCU07070,NEUTE1DRAFT_148439
FGRAMPH1_01T06617,NCU06284,NEUTE1DRAFT_145311
FGRAMPH1_01T06619,NCU06285,NEUTE1DRAFT_128695
FGRAMPH1_01T06621,NCU07286,NEUTE1DRAFT_79975
FGRAMPH1_01T06631,NCU03230,NEUTE1DRAFT_126061
FGRAMPH1_01T06637,NCU02048,NEUTE1DRAFT_89347
FGRAMPH1_01T06655,NCU07935,NEUTE1DRAFT_78257
FGRAMPH1_01T06657,NCU07936,NEUTE1DRAFT_59572
FGRAMPH1_01T06661,NCU07963,NEUTE1DRAFT_78189
FGRAMPH1_01T06673,NCU04404,NEUTE1DRAFT_79445
FGRAMPH1_01T06675,NCU04405,NEUTE1DRAFT_38114
FGRAMPH1_01T06677,NCU04406,NEUTE1DRAFT_121211
FGRAMPH1_01T06683,NCU04409,NEUTE1DRAFT_79431
FGRAMPH1_01T06687,NCU04410,NEUTE1DRAFT_121207
FGRAMPH1_01T06685,NCU04413,NEUTE1DRAFT_60739
FGRAMPH1_01T06689,NCU04412,NEUTE1DRAFT_116498
FGRAMPH1_01T06691,NCU04414,NEUTE1DRAFT_60736
FGRAMPH1_01T06695,NCU03321,NEUTE1DRAFT_90834
FGRAMPH1_01T06699,NCU03986,NEUTE1DRAFT_87908
FGRAMPH1_01T06703,NCU03993,NEUTE1DRAFT_124738
FGRAMPH1_01T06705,NCU03992,NEUTE1DRAFT_124739
FGRAMPH1_01T06711,NCU03989,NEUTE1DRAFT_148817
FGRAMPH1_01T06713,NCU03988,NEUTE1DRAFT_118209
FGRAMPH1_01T06717,NCU03994,NEUTE1DRAFT_148813
FGRAMPH1_01T06719,NCU03995,NEUTE1DRAFT_69197
FGRAMPH1_01T06721,NCU05810,NEUTE1DRAFT_117965
FGRAMPH1_01T06723,NCU05809,NEUTE1DRAFT_124233
FGRAMPH1_01T06729,NCU05803,NEUTE1DRAFT_67967
FGRAMPH1_01T06733,NCU09048,NEUTE1DRAFT_123594
FGRAMPH1_01T06741,NCU05813,NEUTE1DRAFT_67987
FGRAMPH1_01T06743,NCU05816,NEUTE1DRAFT_95878
FGRAMPH1_01T06747,NCU05817,NEUTE1DRAFT_148323
FGRAMPH1_01T06775,NCU06717,NEUTE1DRAFT_115777
FGRAMPH1_01T06777,NCU06718,NEUTE1DRAFT_35711
FGRAMPH1_01T06783,NCU04221,NEUTE1DRAFT_75289
FGRAMPH1_01T06787,NCU04566,NEUTE1DRAFT_144560
FGRAMPH1_01T06789,NCU04588,NEUTE1DRAFT_127990
FGRAMPH1_01T06791,NCU10155,NEUTE1DRAFT_120353
FGRAMPH1_01T06797,NCU16803,NEUTE1DRAFT_136367
FGRAMPH1_01T06801,NCU04613,NEUTE1DRAFT_98517
FGRAMPH1_01T06803,NCU04611,NEUTE1DRAFT_58699
FGRAMPH1_01T06809,NCU01167,NEUTE1DRAFT_120025
FGRAMPH1_01T06815,NCU04319,NEUTE1DRAFT_75098
FGRAMPH1_01T06817,NCU03604,NEUTE1DRAFT_37633
FGRAMPH1_01T06819,NCU01421,NEUTE1DRAFT_75996
FGRAMPH1_01T06827,NCU04232,NEUTE1DRAFT_75269
FGRAMPH1_01T06833,NCU03957,NEUTE1DRAFT_87974
FGRAMPH1_01T06835,NCU03956,NEUTE1DRAFT_124773
FGRAMPH1_01T06839,NCU06656,NEUTE1DRAFT_127465
FGRAMPH1_01T06851,NCU04246,NEUTE1DRAFT_119518
FGRAMPH1_01T06853,NCU04245,NEUTE1DRAFT_75247
FGRAMPH1_01T06865,NCU04305,NEUTE1DRAFT_119470
FGRAMPH1_01T06869,NCU04302,NEUTE1DRAFT_56450
FGRAMPH1_01T06875,NCU04259,NEUTE1DRAFT_37375
FGRAMPH1_01T06877,NCU04321,NEUTE1DRAFT_75093
FGRAMPH1_01T06879,NCU06666,NEUTE1DRAFT_75905
FGRAMPH1_01T06881,NCU06668,NEUTE1DRAFT_97781
FGRAMPH1_01T06885,NCU04299,NEUTE1DRAFT_127183
FGRAMPH1_01T06895,NCU03950,NEUTE1DRAFT_69305
FGRAMPH1_01T06899,NCU10063,NEUTE1DRAFT_14110
FGRAMPH1_01T06905,NCU03881,NEUTE1DRAFT_118252
FGRAMPH1_01T06911,NCU03883,NEUTE1DRAFT_88111
FGRAMPH1_01T06913,NCU03884,NEUTE1DRAFT_88109
FGRAMPH1_01T06915,NCU03885,NEUTE1DRAFT_88106
FGRAMPH1_01T06917,NCU03873,NEUTE1DRAFT_132099
FGRAMPH1_01T06919,NCU03944,NEUTE1DRAFT_49936
FGRAMPH1_01T06923,NCU03926,NEUTE1DRAFT_148864
FGRAMPH1_01T06929,NCU04009,NEUTE1DRAFT_124724
FGRAMPH1_01T06931,NCU03997,NEUTE1DRAFT_49651
FGRAMPH1_01T06933,NCU03998,NEUTE1DRAFT_132006
FGRAMPH1_01T06935,NCU04010,NEUTE1DRAFT_87851
FGRAMPH1_01T06939,NCU04008,NEUTE1DRAFT_132000
FGRAMPH1_01T06941,NCU04007,NEUTE1DRAFT_87860
FGRAMPH1_01T06945,NCU16952,NEUTE1DRAFT_116094
FGRAMPH1_01T06955,NCU04644,NEUTE1DRAFT_58765
FGRAMPH1_01T06957,NCU01012,NEUTE1DRAFT_35669
FGRAMPH1_01T06959,NCU01011,NEUTE1DRAFT_144347
FGRAMPH1_01T06961,NCU01010,NEUTE1DRAFT_76757
FGRAMPH1_01T06963,NCU06661,NEUTE1DRAFT_115808
FGRAMPH1_01T06965,NCU06662,NEUTE1DRAFT_144014
FGRAMPH1_01T06969,NCU06645,NEUTE1DRAFT_127475
FGRAMPH1_01T06975,NCU06647,NEUTE1DRAFT_144029
FGRAMPH1_01T06983,NCU01150,NEUTE1DRAFT_144261
FGRAMPH1_01T06987,NCU07156,NEUTE1DRAFT_74784
FGRAMPH1_01T06989,NCU07157,NEUTE1DRAFT_143579
FGRAMPH1_01T06999,NCU03859,NEUTE1DRAFT_118266
FGRAMPH1_01T07019,NCU04266,NEUTE1DRAFT_56523
FGRAMPH1_01T07027,NCU04270,NEUTE1DRAFT_119501
FGRAMPH1_01T07037,NCU01330,NEUTE1DRAFT_57478
FGRAMPH1_01T07041,NCU01331,NEUTE1DRAFT_115856
FGRAMPH1_01T07051,NCU03880,NEUTE1DRAFT_132093
FGRAMPH1_01T07063,NCU01156,NEUTE1DRAFT_76548
FGRAMPH1_01T07073,NCU04332,NEUTE1DRAFT_75063
FGRAMPH1_01T07081,NCU09846,NEUTE1DRAFT_119394
FGRAMPH1_01T07087,NCU01356,NEUTE1DRAFT_144089
FGRAMPH1_01T07089,NCU11337,NEUTE1DRAFT_93687
FGRAMPH1_01T07093,NCU08967,NEUTE1DRAFT_74950
FGRAMPH1_01T07105,NCU03868,NEUTE1DRAFT_124846
FGRAMPH1_01T07107,NCU04310,NEUTE1DRAFT_56429
FGRAMPH1_01T07111,NCU04322,NEUTE1DRAFT_34434
FGRAMPH1_01T07113,NCU04295,NEUTE1DRAFT_119478
FGRAMPH1_01T07117,NCU04298,NEUTE1DRAFT_75146
FGRAMPH1_01T07121,NCU04238,NEUTE1DRAFT_115688
FGRAMPH1_01T07123,NCU03952,NEUTE1DRAFT_87988
FGRAMPH1_01T07127,NCU10618,NEUTE1DRAFT_98501
FGRAMPH1_01T07131,NCU04596,NEUTE1DRAFT_77349
FGRAMPH1_01T07133,NCU04595,NEUTE1DRAFT_144580
FGRAMPH1_01T07139,NCU01164,NEUTE1DRAFT_144251
FGRAMPH1_01T07141,NCU01165,NEUTE1DRAFT_76528
FGRAMPH1_01T07153,NCU04661,NEUTE1DRAFT_120418
FGRAMPH1_01T07155,NCU04576,NEUTE1DRAFT_77305
FGRAMPH1_01T07157,NCU04637,NEUTE1DRAFT_77429
FGRAMPH1_01T07161,NCU04635,NEUTE1DRAFT_58743
FGRAMPH1_01T07163,NCU04667,NEUTE1DRAFT_58827
FGRAMPH1_01T07167,NCU04662,NEUTE1DRAFT_34266
FGRAMPH1_01T07179,NCU04663,NEUTE1DRAFT_120420
FGRAMPH1_01T07185,NCU09843,NEUTE1DRAFT_119397
FGRAMPH1_01T07191,NCU01163,NEUTE1DRAFT_107492
FGRAMPH1_01T07195,NCU10225,NEUTE1DRAFT_67543
FGRAMPH1_01T07197,NCU06643,NEUTE1DRAFT_115815
FGRAMPH1_01T07205,NCU04003,NEUTE1DRAFT_87868
FGRAMPH1_01T07207,NCU04002,NEUTE1DRAFT_148807
FGRAMPH1_01T07215,NCU01015,NEUTE1DRAFT_120120
FGRAMPH1_01T07219,NCU01016,NEUTE1DRAFT_120119
FGRAMPH1_01T07221,NCU01019,NEUTE1DRAFT_144342
FGRAMPH1_01T07223,NCU01021,NEUTE1DRAFT_115963
FGRAMPH1_01T07225,NCU01022,NEUTE1DRAFT_76740
FGRAMPH1_01T07229,NCU01024,NEUTE1DRAFT_144337
FGRAMPH1_01T07233,NCU01013,NEUTE1DRAFT_120121
FGRAMPH1_01T07237,NCU03948,NEUTE1DRAFT_69311
FGRAMPH1_01T07249,NCU01160,NEUTE1DRAFT_57860
FGRAMPH1_01T07251,NCU08942,NEUTE1DRAFT_127136
FGRAMPH1_01T07257,NCU08938,NEUTE1DRAFT_127140
FGRAMPH1_01T07261,NCU01282,NEUTE1DRAFT_144150
FGRAMPH1_01T07267,NCU01009,NEUTE1DRAFT_98213
FGRAMPH1_01T07283,NCU06636,NEUTE1DRAFT_144036
FGRAMPH1_01T07291,NCU01410,NEUTE1DRAFT_144051
FGRAMPH1_01T07293,NCU01409,NEUTE1DRAFT_57335
FGRAMPH1_01T07299,NCU01400,NEUTE1DRAFT_34024
FGRAMPH1_01T07305,NCU01398,NEUTE1DRAFT_127505
FGRAMPH1_01T07307,NCU01397,NEUTE1DRAFT_76042
FGRAMPH1_01T07309,NCU03621,NEUTE1DRAFT_144534
FGRAMPH1_01T07325,NCU03613,NEUTE1DRAFT_144536
FGRAMPH1_01T07329,NCU03610,NEUTE1DRAFT_58553
FGRAMPH1_01T07331,NCU03608,NEUTE1DRAFT_77239
FGRAMPH1_01T07337,NCU01412,NEUTE1DRAFT_115827
FGRAMPH1_01T07339,NCU03606,NEUTE1DRAFT_144541
FGRAMPH1_01T07343,NCU01419,NEUTE1DRAFT_76002
FGRAMPH1_01T07347,NCU01417,NEUTE1DRAFT_119805
FGRAMPH1_01T07357,NCU01413,NEUTE1DRAFT_76011
FGRAMPH1_01T07359,NCU03605,NEUTE1DRAFT_120316
FGRAMPH1_01T07361,NCU03600,NEUTE1DRAFT_116069
FGRAMPH1_01T07365,NCU01340,NEUTE1DRAFT_127545
FGRAMPH1_01T07377,NCU01342,NEUTE1DRAFT_76132
FGRAMPH1_01T07379,NCU06722,NEUTE1DRAFT_149131
FGRAMPH1_01T07381,NCU01343,NEUTE1DRAFT_115852
FGRAMPH1_01T07389,NCU04315,NEUTE1DRAFT_56420
FGRAMPH1_01T07397,NCU04325,NEUTE1DRAFT_119452
FGRAMPH1_01T07399,NCU01026,NEUTE1DRAFT_76733
FGRAMPH1_01T07401,NCU01357,NEUTE1DRAFT_17079
FGRAMPH1_01T07403,NCU09674,NEUTE1DRAFT_58860
FGRAMPH1_01T07407,NCU11109,NEUTE1DRAFT_58716
FGRAMPH1_01T07411,NCU04618,NEUTE1DRAFT_77403
FGRAMPH1_01T07415,NCU04273,NEUTE1DRAFT_75195
FGRAMPH1_01T07417,NCU04274,NEUTE1DRAFT_56507
FGRAMPH1_01T07419,NCU04275,NEUTE1DRAFT_143743
FGRAMPH1_01T07423,NCU04213,NEUTE1DRAFT_119539
FGRAMPH1_01T07433,NCU04638,NEUTE1DRAFT_77431
FGRAMPH1_01T07441,NCU01033,NEUTE1DRAFT_135026
FGRAMPH1_01T07449,NCU03601,NEUTE1DRAFT_144545
FGRAMPH1_01T07453,NCU01408,NEUTE1DRAFT_144053
FGRAMPH1_01T07455,NCU01407,NEUTE1DRAFT_97834
FGRAMPH1_01T07457,NCU10337,NEUTE1DRAFT_119814
FGRAMPH1_01T07459,NCU01404,NEUTE1DRAFT_76029
FGRAMPH1_01T07461,NCU01403,NEUTE1DRAFT_76033
FGRAMPH1_01T07465,NCU01423,NEUTE1DRAFT_127485
FGRAMPH1_01T07467,NCU01422,NEUTE1DRAFT_115822
FGRAMPH1_01T07469,NCU01002,NEUTE1DRAFT_76774
FGRAMPH1_01T07473,NCU03851,NEUTE1DRAFT_69493
FGRAMPH1_01T07475,NCU03850,NEUTE1DRAFT_118269
FGRAMPH1_01T07485,NCU04584,NEUTE1DRAFT_77322
FGRAMPH1_01T07487,NCU04585,NEUTE1DRAFT_77324
FGRAMPH1_01T07517,NCU01001,NEUTE1DRAFT_36957
FGRAMPH1_01T07525,NCU06649,NEUTE1DRAFT_144027
FGRAMPH1_01T07527,NCU06652,NEUTE1DRAFT_115811
FGRAMPH1_01T07529,NCU06654,NEUTE1DRAFT_144022
FGRAMPH1_01T07531,NCU06651,NEUTE1DRAFT_93699
FGRAMPH1_01T07537,NCU04634,NEUTE1DRAFT_98541
FGRAMPH1_01T07543,NCU04231,NEUTE1DRAFT_75270
FGRAMPH1_01T07547,NCU09852,NEUTE1DRAFT_74914
FGRAMPH1_01T07551,NCU04277,NEUTE1DRAFT_127198
FGRAMPH1_01T07559,NCU07247,NEUTE1DRAFT_74896
FGRAMPH1_01T07563,NCU01006,NEUTE1DRAFT_144351
FGRAMPH1_01T07567,NCU01008,NEUTE1DRAFT_115968
FGRAMPH1_01T07571,NCU08934,NEUTE1DRAFT_143681
FGRAMPH1_01T07573,NCU04229,NEUTE1DRAFT_75276
FGRAMPH1_01T07587,NCU06673,NEUTE1DRAFT_127453
FGRAMPH1_01T07599,NCU01169,NEUTE1DRAFT_144245
FGRAMPH1_01T07605,NCU04598,NEUTE1DRAFT_144583
FGRAMPH1_01T07615,NCU04601,NEUTE1DRAFT_128001
FGRAMPH1_01T07619,NCU04600,NEUTE1DRAFT_116085
FGRAMPH1_01T07625,NCU04605,NEUTE1DRAFT_144589
FGRAMPH1_01T07633,NCU08963,NEUTE1DRAFT_74955
FGRAMPH1_01T07635,NCU08964,NEUTE1DRAFT_115627
FGRAMPH1_01T07637,NCU08965,NEUTE1DRAFT_143656
FGRAMPH1_01T07655,NCU11375,NEUTE1DRAFT_143649
FGRAMPH1_01T07663,NCU10062,NEUTE1DRAFT_143647
FGRAMPH1_01T07661,NCU04228,NEUTE1DRAFT_56595
FGRAMPH1_01T07665,NCU01334,NEUTE1DRAFT_119869
FGRAMPH1_01T07667,NCU04256,NEUTE1DRAFT_127212
FGRAMPH1_01T07671,NCU04570,NEUTE1DRAFT_120338
FGRAMPH1_01T07683,NCU11040,NEUTE1DRAFT_120335
FGRAMPH1_01T07689,NCU03876,NEUTE1DRAFT_69448
FGRAMPH1_01T07691,NCU03875,NEUTE1DRAFT_148903
FGRAMPH1_01T07693,NCU03874,NEUTE1DRAFT_132098
FGRAMPH1_01T07699,NCU17030,NEUTE1DRAFT_56573
FGRAMPH1_01T07715,NCU04288,NEUTE1DRAFT_56477
