Orthogroup	GCA_900044135.1_GZPH1RResV1_protein	GCF_000182925.2_NC12_protein	GCF_000213175.1_v2.0_protein
OG0001084	CEF72308.1	XP_011393293.1, XP_011393294.1	XP_009856487.1
OG0001085	CEF72311.1, CEF79575.1	XP_963705.3	XP_009856484.1
OG0001086	CEF72342.1, CEF79657.1	XP_963736.3	XP_009856208.1
OG0001087	CEF72345.1	XP_011392869.1, XP_011392870.1	XP_009855840.1
OG0001088	CEF72349.1	XP_011392995.1, XP_011392996.1	XP_009856630.1
OG0001089	CEF72372.1	XP_011393012.1, XP_011393013.1	XP_009856547.1
OG0001090	CEF72377.1	XP_011393016.1, XP_011393017.1	XP_009856543.1
OG0001091	CEF72400.1	XP_011393074.1, XP_011393075.1	XP_009856375.1
OG0001092	CEF72403.1	XP_011393319.1, XP_011393320.1	XP_009856257.1
OG0001093	CEF72404.1	XP_011393107.1, XP_011393108.1	XP_009856255.1
OG0001094	CEF72408.1	XP_011393109.1, XP_011393110.1	XP_009856252.1
OG0001095	CEF72419.1, CEF87697.1	XP_963758.3	XP_009855501.1
OG0001096	CEF72429.1, CEF74016.1	XP_964701.2	XP_009857314.1
OG0001097	CEF72483.1, CEF86791.1	XP_963765.3	XP_009856200.1
OG0001098	CEF72486.1, CEF76311.1	XP_963755.2	XP_009856444.1
OG0001099	CEF72506.1	XP_011393209.1, XP_011393210.1	XP_009857357.1
OG0001100	CEF72530.1, CEF88503.1	XP_961953.1	XP_009849815.1
OG0001101	CEF72532.1	XP_011394312.1, XP_011394313.1	XP_009848785.1
OG0001102	CEF72560.1	XP_011394229.1, XP_011394230.1	XP_009848795.1
OG0001103	CEF72599.1	XP_011393617.1, XP_011393618.1	XP_009851888.1
OG0001104	CEF72604.1	XP_011393622.1, XP_011393623.1	XP_009851892.1
OG0001105	CEF72637.1, CEF78257.1	XP_965026.1	XP_009856660.1
OG0001106	CEF72655.1	XP_011393090.1, XP_011393091.1	XP_009856334.1
OG0001107	CEF72659.1, SCB64781.1	XP_957880.3	XP_009856404.1
OG0001108	CEF72682.1	XP_011392850.1, XP_011392851.1	XP_009854917.1
OG0001109	CEF72683.1	XP_011392848.1, XP_011392849.1	XP_009855781.1
OG0001110	CEF72692.1	XP_011392855.1, XP_011392856.1	XP_009855784.1
OG0001111	CEF72706.1, CEF79543.1	XP_963816.1	XP_009855771.1
OG0001112	CEF72709.1	XP_011392857.1, XP_011392858.1	XP_009855802.1
OG0001113	CEF72710.1, CEF79722.1	XP_964012.1	XP_009855337.1
OG0001114	CEF72716.1, CEF78437.1	XP_963727.3	XP_009855297.1
OG0001115	CEF72734.1	XP_011392928.1, XP_011392929.1	XP_009855336.1
OG0001116	CEF72736.1, CEF87058.1	XP_964104.1	XP_009855272.1
OG0001117	CEF72747.1, CEF86210.1	XP_965104.1	XP_009856562.1
OG0001118	CEF72753.1, SCB65078.1	XP_959285.3	XP_009851385.1
OG0001119	CEF72754.1	XP_001727981.1, XP_957422.1	XP_009847204.1
OG0001120	CEF72773.1, CEF85921.1	XP_964373.3	XP_009855703.1
OG0001121	CEF72792.1, CEF86285.1	XP_961684.1	XP_009848159.1
OG0001122	CEF72799.1	XP_964842.1	XP_009854892.1, XP_009857390.1
OG0001123	CEF72800.1	XP_011393217.1, XP_011393218.1	XP_009857393.1
OG0001124	CEF72801.1, CEF84170.1	XP_964834.2	XP_009857381.1
OG0001125	CEF72802.1	XP_011393215.1, XP_011393216.1	XP_009857382.1
OG0001126	CEF72821.1	XP_011393222.1, XP_011393223.1	XP_009857397.1
OG0001127	CEF72898.1, CEF86134.1	XP_955808.1	XP_009852601.1
OG0001128	CEF72918.1	XP_011392982.1, XP_011392983.1	XP_009856674.1
OG0001129	CEF72976.1	XP_011393082.1, XP_011393083.1	XP_009856340.1
OG0001130	CEF72979.1, CEF88730.1	XP_961604.1	XP_009848032.1
OG0001131	CEF73067.1	XP_011392988.1, XP_011392989.1	XP_009856649.1
OG0001132	CEF73077.1, CEF87792.1	XP_965474.3	XP_009856584.1
OG0001133	CEF73085.1	XP_011393005.1, XP_011393006.1	XP_009856588.1
OG0001134	CEF73088.1, CEF87020.1	XP_957991.1	XP_009855906.1
OG0001135	CEF73117.1	XP_011393262.1, XP_011393263.1	XP_009857340.1
OG0001136	CEF73130.1	XP_011393121.1, XP_011393122.1	XP_009856217.1
OG0001137	CEF73140.1, CEF83363.1	XP_965656.1	XP_009856770.1
OG0001138	CEF73155.1	XP_011394285.1, XP_011394286.1	XP_009849708.1
OG0001139	CEF73168.1	XP_011393140.1, XP_011393141.1	XP_009856163.1
OG0001140	CEF73173.1	XP_011393266.1, XP_011393267.1	XP_009857312.1
OG0001141	CEF73218.1, CEF77797.1	XP_964169.1	XP_009856383.1
OG0001142	CEF73238.1, CEF78180.1	XP_963774.1	XP_009856494.1
OG0001143	CEF73248.1, CEF87402.1	XP_963745.2	XP_009856503.1
OG0001144	CEF73253.1	XP_011392874.1, XP_011392875.1	XP_009855854.1
OG0001145	CEF73258.1	XP_011393047.1, XP_011393048.1	XP_009856980.1
OG0001146	CEF73269.1	XP_011393070.1, XP_011393071.1	XP_009856392.1
OG0001147	CEF73273.1	XP_011394231.1, XP_011394232.1	XP_009849870.1
OG0001148	CEF73293.1	XP_011393003.1, XP_011393004.1	XP_009856594.1
OG0001149	CEF73295.1	XP_011393001.1, XP_011393002.1	XP_009856597.1
OG0001150	CEF73304.1	XP_011392999.1, XP_011393000.1	XP_009856604.1
OG0001151	CEF73313.1	XP_011393078.1, XP_011393079.1	XP_009856371.1
OG0001152	CEF73316.1, CEF78524.1	XP_965051.3	XP_009855065.1
OG0001153	CEF73322.1	XP_011393177.1, XP_011393178.1	XP_009855103.1
OG0001154	CEF73324.1	XP_011393175.1, XP_011393176.1	XP_009855105.1
OG0001155	CEF73329.1	XP_011393196.1, XP_011393197.1	XP_009856068.1
OG0001156	CEF73351.1	XP_011393268.1, XP_011393269.1	XP_009856410.1
OG0001157	CEF73357.1, CEF75167.1	XP_960067.1	XP_009853688.1
OG0001158	CEF73362.1	XP_011393183.1, XP_011393184.1	XP_009855060.1
OG0001159	CEF73377.1	XP_011393274.1, XP_011393275.1	XP_009856426.1
OG0001160	CEF73379.1	XP_011393272.1, XP_011393273.1	XP_009856425.1
OG0001161	CEF73384.1	XP_011393237.1, XP_011393238.1	XP_009856123.1
OG0001162	CEF73404.1, CEF79175.1	XP_964710.3	XP_009857115.1
OG0001163	CEF73419.1	XP_011393010.1, XP_011393011.1	XP_009856556.1
OG0001164	CEF73421.1, CEF85490.1	XP_965111.1	XP_009856554.1
OG0001165	CEF73431.1, CEF76095.1	XP_964063.1	XP_009856459.1
OG0001166	CEF73459.1	XP_956811.1, XP_962085.1	XP_009849108.1
OG0001167	CEF73466.1	XP_011393304.1, XP_011393305.1	XP_009855970.1
OG0001168	CEF73472.1, CEF78615.1	XP_001728402.2	XP_009857259.1
OG0001169	CEF73522.1, CEF84186.1	XP_959270.1	XP_009853016.1
OG0001170	CEF73523.1	XP_011395262.1, XP_011395263.1	XP_009853015.1
OG0001171	CEF73527.1	XP_011392845.1, XP_963403.1	XP_009851763.1
OG0001172	CEF73533.1	XP_011395187.1, XP_011395188.1	XP_009853319.1
OG0001173	CEF73558.1, SCB65588.1	XP_956886.1	XP_009852073.1
OG0001174	CEF73564.1	XP_011393487.1, XP_011393488.1	XP_009852087.1
OG0001175	CEF73567.1	XP_011393499.1, XP_011393500.1	XP_009852125.1
OG0001176	CEF73575.1	XP_011393497.1, XP_011393498.1	XP_009852115.1
OG0001177	CEF73580.1	XP_011393489.1, XP_011393490.1	XP_009852105.1
OG0001178	CEF73587.1, CEF74393.1	XP_956963.2	XP_009851938.1
OG0001179	CEF73590.1, CEF83084.1	XP_956954.3	XP_009851932.1
OG0001180	CEF73628.1	XP_011393027.1, XP_011393028.1	XP_009857271.1
OG0001181	CEF73631.1	XP_011392930.1, XP_011392931.1	XP_009855324.1
OG0001182	CEF73636.1	XP_011393390.1, XP_011393391.1	XP_009856058.1
OG0001183	CEF73642.1, SCB65573.1	XP_958654.1	XP_009855887.1
OG0001184	CEF73644.1, CEF76460.1	XP_965244.1	XP_009856026.1
OG0001185	CEF73657.1, CEF86836.1	XP_960617.1	XP_009848544.1
OG0001186	CEF73663.1	XP_011393203.1, XP_011393204.1	XP_009856082.1
OG0001187	CEF73715.1	XP_011393529.1, XP_011393530.1	XP_009852464.1
OG0001188	CEF73747.1, CEF84295.1	XP_958233.1	XP_009854678.1
OG0001189	CEF73752.1, CEF78761.1	XP_959888.1	XP_009853773.1
OG0001190	CEF73764.1	XP_011395304.1, XP_011395305.1	XP_009853060.1
OG0001191	CEF73777.1	XP_011393568.1, XP_011393569.1	XP_009852395.1
OG0001192	CEF73795.1	XP_011393558.1, XP_011393559.1	XP_009852427.1
OG0001193	CEF73798.1	XP_011393566.1, XP_011393567.1	XP_009852405.1
OG0001194	CEF73806.1, CEF85458.1	XP_956821.1	XP_009852633.1
OG0001195	CEF73807.1, CEF79202.1	XP_955840.1	XP_009852598.1
OG0001196	CEF73814.1	XP_011393554.1, XP_011393555.1	XP_009852635.1
OG0001197	CEF73849.1, SCB64289.1, SCB64627.1, SCB64665.1		
OG0001198	CEF73854.1, CEF87005.1	XP_963144.2	XP_009851866.1
OG0001199	CEF73863.1	XP_011393659.1, XP_011393660.1	XP_009851658.1
OG0001200	CEF73870.1, CEF85204.1	XP_962647.1	XP_009849706.1
OG0001201	CEF73876.1, CEF78268.1, CEF84147.1, CEF86053.1		
OG0001202	CEF73895.1, CEF74597.1, SCB65379.1, SCB65969.1		
OG0001203	CEF73898.1, CEF83022.1	XP_959536.3	XP_009853360.1
OG0001204	CEF73917.1, CEF85362.1	XP_964952.3	XP_009855666.1
OG0001205	CEF73973.1, CEF86752.1	XP_962478.1	XP_009849847.1
OG0001206	CEF73980.1, CEF77298.1	XP_965820.1	XP_009855541.1
OG0001207	CEF73985.1, CEF75373.1	XP_957862.2	XP_009848444.1
OG0001208	CEF73987.1, SCB64563.1	XP_959188.2	XP_009848492.1
OG0001209	CEF73997.1, CEF75732.1, CEF82947.1, CEF87545.1		
OG0001210	CEF74000.1, CEF87544.1	XP_001727985.1	XP_009851719.1
OG0001211	CEF74019.1, CEF75884.1	XP_963166.1	XP_009851904.1
OG0001212	CEF74042.1	XP_011394564.1, XP_011394565.1	XP_009847361.1
OG0001213	CEF74044.1	XP_011394562.1, XP_011394563.1	XP_009848345.1
OG0001214	CEF74054.1, CEF74516.1	XP_961468.2	XP_009848340.1
OG0001215	CEF74056.1	XP_011394568.1, XP_011394569.1	XP_009847358.1
OG0001216	CEF74062.1, CEF78344.1	XP_957942.1	XP_009847161.1
OG0001217	CEF74087.1	XP_011394616.1, XP_011394617.1	XP_009847724.1
OG0001218	CEF74105.1	XP_011394621.1, XP_011394622.1	XP_009847683.1
OG0001219	CEF74111.1	XP_011394510.1, XP_011394511.1	XP_009847966.1
OG0001220	CEF74126.1	XP_011394287.1, XP_011394288.1	XP_009849734.1
OG0001221	CEF74147.1, CEF84845.1	XP_001728088.2	XP_009849345.1
OG0001222	CEF74148.1	XP_011394254.1, XP_011394255.1	XP_009849344.1
OG0001223	CEF74158.1	XP_962069.1	XP_009850079.1, XP_009853709.1
OG0001224	CEF74161.1	XP_011394150.1, XP_011394151.1	XP_009850105.1
OG0001225	CEF74163.1	XP_011394152.1, XP_011394153.1	XP_009850103.1
OG0001226	CEF74167.1	XP_011394439.1, XP_011394440.1	XP_009850099.1
OG0001227	CEF74171.1, CEF78535.1	XP_961915.1	XP_009850096.1
OG0001228	CEF74184.1, CEF77921.1	XP_962511.2	XP_009849392.1
OG0001229	CEF74189.1, CEF84107.1	XP_961848.1	XP_009850185.1
OG0001230	CEF74203.1, CEF88243.1	XP_962062.3	XP_009850084.1
OG0001231	CEF74210.1, CEF85027.1	XP_956082.1	XP_009854362.1
OG0001232	CEF74215.1, CEF74761.1	XP_961177.1	XP_009848256.1
OG0001233	CEF74217.1, CEF76296.1	XP_957478.1	XP_009849633.1
OG0001234	CEF74245.1, CEF77858.1	XP_960639.1	XP_009848552.1
OG0001235	CEF74254.1	XP_011394745.1, XP_011394746.1	XP_009848585.1
OG0001236	CEF74273.1	XP_011394724.1, XP_011394725.1	XP_009848637.1
OG0001237	CEF74381.1, CEF78371.1	XP_965193.1	XP_009854994.1
OG0001238	CEF74394.1, CEF74488.1	XP_959679.2	XP_009853582.1
OG0001239	CEF74419.1, CEF77726.1, CEF84758.1, CEF88618.1		
OG0001240	CEF74462.1	XP_011392833.1, XP_011392834.1	XP_009855704.1
OG0001241	CEF74463.1, CEF78436.1	XP_011394778.1	XP_009848563.1
OG0001242	CEF74486.1	XP_001727970.2, XP_011395336.1	XP_009852910.1
OG0001243	CEF74496.1, CEF78578.1	XP_011393997.1	XP_009851517.1
OG0001244	CEF74497.1, CEF83506.1	XP_960641.1	XP_009848554.1
OG0001245	CEF74513.1, CEF78201.1	XP_962420.1	XP_009849148.1
OG0001246	CEF74514.1, CEF88679.1	XP_965561.3	XP_009856904.1
OG0001247	CEF74527.1, CEF87379.1	XP_961860.2	XP_009850023.1
OG0001248	CEF74591.1	XP_011395281.1, XP_011395282.1	XP_009852933.1
OG0001249	CEF74609.1, CEF79122.1	XP_960170.2	XP_009853829.1
OG0001250	CEF74627.1, CEF85505.1	XP_958548.3	XP_009847169.1
OG0001251	CEF74633.1, CEF83545.1	XP_959610.2	XP_009853310.1
OG0001252	CEF74682.1, CEF83045.1	XP_957673.3	XP_009854391.1
OG0001253	CEF74780.1	XP_011394246.1, XP_011394247.1	XP_009848932.1
OG0001254	CEF74782.1	XP_960381.1, XP_962002.2	XP_009850137.1
OG0001255	CEF74790.1, CEF77836.1	XP_958509.1	XP_009850373.1
OG0001256	CEF74812.1, CEF79222.1	XP_956400.1	XP_009850957.1
OG0001257	CEF74813.1	XP_011393889.1, XP_011393890.1	XP_009850717.1
OG0001258	CEF74832.1, SCB64634.1	XP_957355.1	XP_009850622.1
OG0001259	CEF74853.1	XP_011393943.1, XP_011393944.1	XP_009850522.1
OG0001260	CEF74860.1, CEF78139.1	XP_962879.1	XP_009850786.1
OG0001261	CEF74880.1	XP_011393905.1, XP_011393906.1	XP_009850777.1
OG0001262	CEF74888.1, SCB64484.1	XP_958246.1	XP_009850359.1
OG0001263	CEF74891.1	XP_011393850.1, XP_011393851.1	XP_009851228.1
OG0001264	CEF74916.1, CEF86001.1	XP_957995.1	XP_009852957.1
OG0001265	CEF74917.1	XP_011393762.1, XP_011393763.1	XP_009850919.1
OG0001266	CEF74921.1	XP_011394006.1, XP_011394007.1	XP_009850701.1
OG0001267	CEF74924.1, CEF75038.1	XP_962914.1	XP_009850702.1
OG0001268	CEF74931.1	XP_011394040.1, XP_011394041.1	XP_009850899.1
OG0001269	CEF74939.1, CEF76600.1, CEF84932.1, CEF88601.1		
OG0001270	CEF74958.1	XP_011394865.1, XP_011394866.1	XP_009854582.1
OG0001271	CEF75013.1, CEF88366.1	XP_959200.2	XP_009848502.1
OG0001272	CEF75026.1, CEF88748.1	XP_959646.1	XP_009853528.1
OG0001273	CEF75053.1, CEF76962.1	XP_965720.1	XP_009857146.1
OG0001274	CEF75055.1, CEF75404.1	XP_957588.1	XP_009854494.1
OG0001275	CEF75083.1	XP_962912.2	XP_009850492.1, XP_009850493.1
OG0001276	CEF75093.1, CEF86183.1	XP_962907.2	XP_009850313.1
OG0001277	CEF75122.1, CEF86468.1	XP_964666.2	XP_009855347.1
OG0001278	CEF75129.1	XP_011394728.1, XP_011394729.1	XP_009848658.1
OG0001279	CEF75135.1	XP_011394278.1, XP_011394279.1	XP_009849122.1
OG0001280	CEF75151.1	XP_011394096.1, XP_011394097.1	XP_009849622.1
OG0001281	CEF75159.1	XP_011394895.1, XP_011394896.1	XP_009854454.1
OG0001282	CEF75185.1, CEF86455.1	XP_956634.1	XP_009854705.1
OG0001283	CEF75188.1	XP_011395030.1, XP_011395031.1	XP_009854561.1
OG0001284	CEF75201.1, CEF76423.1	XP_958857.2	XP_009848461.1
OG0001285	CEF75210.1	XP_011394477.1, XP_011394478.1	XP_009848090.1
OG0001286	CEF75229.1	XP_011394786.1, XP_011394787.1	XP_009847997.1
OG0001287	CEF75238.1, CEF87644.1	XP_960949.1	XP_009847582.1
OG0001288	CEF75256.1, SCB64971.1	XP_959585.2	XP_009852812.1
OG0001289	CEF75259.1	XP_011394880.1, XP_011394881.1	XP_009854548.1
OG0001290	CEF75265.1	XP_011395093.1, XP_011395094.1	XP_009854511.1
OG0001291	CEF75308.1	XP_011394473.1, XP_011394474.1	XP_009848101.1
OG0001292	CEF75315.1	XP_011394889.1, XP_011394890.1	XP_009854490.1
OG0001293	CEF75323.1, CEF85555.1	XP_961415.2	XP_009847063.1
OG0001294	CEF75342.1, CEF85963.1	XP_960142.1	XP_009854213.1
OG0001295	CEF75377.1, CEF86039.1	XP_961255.1	XP_009854837.1
OG0001296	CEF75387.1, CEF88690.1	XP_001728219.1	XP_009848518.1
OG0001297	CEF75396.1	XP_011394102.1, XP_011394103.1	XP_009849570.1
OG0001298	CEF75398.1	XP_011394773.1, XP_011394774.1	XP_009847517.1
OG0001299	CEF75422.1, CEF78621.1	XP_961626.1	XP_009848201.1
OG0001300	CEF75441.1	XP_011394684.1, XP_011394685.1	XP_009847884.1
OG0001301	CEF75442.1	XP_011394682.1, XP_011394683.1	XP_009847885.1
OG0001302	CEF75452.1	XP_011394524.1, XP_011394525.1	XP_009847913.1
OG0001303	CEF75471.1, CEF77890.1	XP_961334.1	XP_009848398.1
OG0001304	CEF75479.1	XP_011394783.1, XP_011394784.1	XP_009854852.1
OG0001305	CEF75497.1	XP_011394512.1, XP_011394513.1	XP_009847291.1
OG0001306	CEF75509.1	XP_011394667.1, XP_011394668.1	XP_009848465.1
OG0001307	CEF75515.1	XP_011394635.1, XP_011394636.1	XP_009847641.1
OG0001308	CEF75517.1, CEF83852.1	XP_961174.3	XP_009847639.1
OG0001309	CEF75555.1	XP_011394711.1, XP_011394712.1	XP_009847803.1
OG0001310	CEF75558.1, CEF78343.1	XP_961056.1	XP_009848106.1
OG0001311	CEF75560.1, CEF88785.1	XP_961330.1	XP_009848401.1
OG0001312	CEF75573.1	XP_011394671.1, XP_011394672.1	XP_009848490.1
OG0001313	CEF75596.1	XP_011394688.1, XP_011394689.1	XP_009847851.1
OG0001314	CEF75610.1	XP_011394661.1, XP_011394662.1	XP_009848453.1
OG0001315	CEF75617.1	XP_011394663.1, XP_011394664.1	XP_009854843.1
OG0001316	CEF75618.1	XP_011394761.1, XP_011394762.1	XP_009854853.1
OG0001317	CEF75625.1	XP_011394763.1, XP_011394764.1	XP_009847533.1
OG0001318	CEF75629.1, CEF75923.1	XP_961071.2	XP_009847596.1
OG0001319	CEF75647.1, CEF76081.1	XP_011394879.1	XP_009854552.1
OG0001320	CEF75651.1	XP_011394887.1, XP_011394888.1	XP_009854497.1
OG0001321	CEF75652.1, CEF75921.1	XP_957586.3	XP_009854496.1
OG0001322	CEF75656.1, SCB64981.1	XP_959762.1	XP_009853434.1
OG0001323	CEF75657.1, CEF83021.1	XP_957592.1	XP_009854491.1
OG0001324	CEF75682.1	XP_011394747.1, XP_011394748.1	XP_009847556.1
OG0001325	CEF75686.1	XP_011394752.1, XP_011394753.1	XP_009847545.1
OG0001326	CEF75690.1	XP_011394754.1, XP_011394755.1	XP_009847541.1
OG0001327	CEF75710.1, CEF83366.1	XP_960952.2	XP_009847579.1
OG0001328	CEF75711.1, SCB65854.1	XP_961259.1	XP_009847103.1
OG0001329	CEF75731.1, CEF78520.1, CEF78797.1, CEF79728.1		
OG0001330	CEF75733.1, CEF84988.1	XP_963228.1	XP_009851694.1
OG0001331	CEF75737.1, CEF87705.1	XP_011394431.1	XP_009849920.1
OG0001332	CEF75755.1	XP_011394637.1, XP_011394638.1	XP_009847634.1
OG0001333	CEF75770.1	XP_011394759.1, XP_011394760.1	XP_009847537.1
OG0001334	CEF75834.1, SCB64021.1	XP_963280.2	XP_009851786.1
OG0001335	CEF75861.1, CEF84159.1	XP_959565.2	XP_009853598.1
OG0001336	CEF75866.1	XP_011395109.1, XP_011395110.1	XP_009853563.1
OG0001337	CEF75887.1, SCB64232.1	XP_962459.1	XP_009849116.1
OG0001338	CEF75928.1, CEF78827.1	XP_963853.1	XP_009855264.1
OG0001339	CEF75929.1, CEF88343.1	XP_959420.3	XP_009852758.1
OG0001340	CEF75953.1	XP_011395271.1, XP_011395272.1	XP_009853606.1
OG0001341	CEF76004.1, CEF79567.1	XP_955955.1	XP_009854863.1
OG0001342	CEF76034.1, CEF83651.1	XP_961511.1	XP_009848304.1
OG0001343	CEF76044.1	XP_957524.1	XP_009847717.1, XP_009848824.1
OG0001344	CEF76046.1, CEF76112.1, CEF79554.1, SCB64277.1		
OG0001345	CEF76057.1, CEF88383.1	XP_959982.1	XP_009853220.1
OG0001346	CEF76097.1, SCB65163.1	XP_958759.1	XP_009847792.1
OG0001347	CEF76101.1, CEF78845.1	XP_963709.1	XP_009856401.1
OG0001348	CEF76186.1, CEF79615.1	XP_958832.1	XP_009848562.1
OG0001349	CEF76271.1, CEF77465.1	XP_965492.2	XP_009856858.1
OG0001350	CEF76320.1, CEF85776.1	XP_960348.2	XP_009853966.1
OG0001351	CEF76323.1, CEF87096.1	XP_961991.3	XP_009850033.1
OG0001352	CEF76339.1, CEF77892.1, CEF85728.1	XP_957654.1	
OG0001353	CEF76342.1, CEF77662.1	XP_959502.1	XP_009853516.1
OG0001354	CEF76350.1, CEF84993.1	XP_959731.1	XP_009853631.1
OG0001355	CEF76378.1, CEF86842.1, CEF87581.1, CEF88119.1		
OG0001356	CEF76389.1	XP_011394970.1, XP_011394971.1	XP_009854237.1
OG0001357	CEF76397.1, CEF78455.1	XP_960556.1	XP_009854230.1
OG0001358	CEF76417.1, SCB64560.1	XP_960959.2	XP_009847577.1
OG0001359	CEF76468.1, CEF86592.1	XP_957035.2	XP_009849576.1
OG0001360	CEF76492.1, CEF88474.1	XP_964642.2	XP_009855116.1
OG0001361	CEF76575.1	XP_011394958.1, XP_011394959.1	XP_009854277.1
OG0001362	CEF76611.1	XP_011394949.1, XP_011394950.1	XP_009854312.1
OG0001363	CEF76639.1	XP_011395048.1, XP_960479.1	XP_009854300.1
OG0001364	CEF76662.1, CEF77573.1	XP_961045.1	XP_009848112.1
OG0001365	CEF76694.1	XP_011394944.1, XP_011394945.1	XP_009854332.1
OG0001366	CEF76730.1	XP_011394901.1, XP_011394902.1	XP_009854046.1
OG0001367	CEF76731.1, CEF84460.1	XP_960362.3	XP_009854044.1
OG0001368	CEF76746.1, CEF79363.1	XP_963320.3	XP_009852322.1
OG0001369	CEF76749.1, CEF84237.1	XP_964443.1	XP_009849280.1
OG0001370	CEF76767.1	XP_011392782.1, XP_011392783.1	XP_009857129.1
OG0001371	CEF76794.1	XP_011394891.1, XP_011394892.1	XP_009854481.1
OG0001372	CEF76821.1	XP_001728439.2, XP_957691.3	XP_009854373.1
OG0001373	CEF76880.1	XP_011392936.1, XP_011392937.1	XP_009855258.1
OG0001374	CEF76916.1, CEF77838.1	XP_957631.3	XP_009854431.1
OG0001375	CEF76919.1, CEF78011.1	XP_958813.3	XP_009854595.1
OG0001376	CEF76921.1, SCB65990.1	XP_964734.2	XP_009857138.1
OG0001377	CEF76944.1	XP_011392942.1, XP_011392943.1	XP_009855249.1
OG0001378	CEF76965.1, CEF88597.1	XP_956304.2	XP_009852476.1
OG0001379	CEF76966.1	XP_011393102.1, XP_011393103.1	XP_009856279.1
OG0001380	CEF76971.1	XP_011393173.1, XP_011393174.1	XP_009855126.1
OG0001381	CEF76976.1	XP_011393234.1, XP_011393235.1	XP_009855180.1
OG0001382	CEF76982.1	XP_011394911.1, XP_011394912.1	XP_009854105.1
OG0001383	CEF77027.1	XP_011392867.1, XP_011392868.1	XP_009855839.1
OG0001384	CEF77036.1	XP_011392816.1, XP_011392817.1	XP_009855550.1
OG0001385	CEF77077.1, SCB64805.1	XP_957039.1	XP_009849572.1
OG0001386	CEF77080.1, SCB64397.1	XP_964560.2	XP_009856303.1
OG0001387	CEF77092.1	XP_011392789.1, XP_011392790.1	XP_009857155.1
OG0001388	CEF77105.1	XP_011393298.1, XP_011393299.1	XP_009855146.1
OG0001389	CEF77147.1	XP_011392993.1, XP_011392994.1	XP_009856641.1
OG0001390	CEF77162.1, SCB65198.1	XP_961100.1	XP_009848288.1
OG0001391	CEF77171.1	XP_011394903.1, XP_011394904.1	XP_009854047.1
OG0001392	CEF77174.1, CEF84313.1	XP_011395074.1	XP_009853987.1
OG0001393	CEF77194.1, CEF77504.1, CEF78150.1, CEF85834.1		
OG0001394	CEF77204.1	XP_011392938.1, XP_011392939.1	XP_009855255.1
OG0001395	CEF77232.1	XP_011393232.1, XP_011393233.1	XP_009855176.1
OG0001396	CEF77241.1, SCB65398.1	XP_964868.2	XP_009855393.1
OG0001397	CEF77268.1, CEF88437.1	XP_955990.2	XP_009847747.1
OG0001398	CEF77275.1	XP_959092.1, XP_959480.1	XP_009853448.1
OG0001399	CEF77314.1	XP_011392948.1, XP_011392949.1	XP_009855222.1
OG0001400	CEF77327.1	XP_011392946.1, XP_011392947.1	XP_009855228.1
OG0001401	CEF77346.1	XP_011392921.1, XP_011392922.1	XP_009855205.1
OG0001402	CEF77349.1	XP_011392912.1, XP_011392913.1	XP_009855438.1
OG0001403	CEF77353.1	XP_011392908.1, XP_011392909.1	XP_009855441.1
OG0001404	CEF77383.1	XP_011392903.1, XP_011392904.1	XP_009854940.1
OG0001405	CEF77403.1	XP_011392897.1, XP_011392898.1	XP_009855472.1
OG0001406	CEF77406.1	XP_011392899.1, XP_011392900.1	XP_009855471.1
OG0001407	CEF77407.1	XP_011392901.1, XP_011392902.1	XP_009855470.1
OG0001408	CEF77417.1	XP_011392895.1, XP_011392896.1	XP_009855486.1
OG0001409	CEF77426.1, CEF79576.1	XP_965533.1	XP_009856894.1
OG0001410	CEF77430.1	XP_011392891.1, XP_011392892.1	XP_009856888.1
OG0001411	CEF77432.1, CEF84677.1	XP_965520.1	XP_009856885.1
OG0001412	CEF77440.1, CEF82839.1	XP_959274.2	XP_009853020.1
OG0001413	CEF77451.1	XP_011392881.1, XP_011392882.1	XP_009856850.1
OG0001414	CEF77454.1, CEF87566.1	XP_965392.1	XP_009857017.1
OG0001415	CEF77483.1	XP_011393152.1, XP_011393153.1	XP_009855890.1
OG0001416	CEF77488.1	XP_011392841.1, XP_011392842.1	XP_009855751.1
OG0001417	CEF77512.1, CEF86048.1	XP_958284.1	XP_009848435.1
OG0001418	CEF77570.1, CEF84212.1	XP_955789.2	XP_009851261.1
OG0001419	CEF77586.1, CEF79700.1, CEF85855.1, CEF86149.1		
OG0001420	CEF77600.1, CEF77614.1, CEF78219.1, CEF87948.1		
OG0001421	CEF77631.1, SCB65555.1	XP_960048.1	XP_009853673.1
OG0001422	CEF77660.1, SCB65420.1	XP_960226.3	XP_009854093.1
OG0001423	CEF77677.1, CEF78732.1	XP_959745.1	XP_009853656.1
OG0001424	CEF77679.1, CEF78808.1	XP_961019.2	XP_009848127.1
OG0001425	CEF77685.1, CEF88526.1	XP_960744.3	XP_009848012.1
OG0001426	CEF77699.1, CEF86369.1	XP_962662.3	XP_009848813.1
OG0001427	CEF77758.1, SCB64291.1	XP_960637.2	XP_009848550.1
OG0001428	CEF77774.1, CEF78429.1	XP_958210.1	XP_009848823.1
OG0001429	CEF77869.1, CEF83125.1	XP_956223.3	XP_009851495.1
OG0001430	CEF77878.1, SCB65073.1	XP_956092.2	XP_009851507.1
OG0001431	CEF77906.1, CEF84558.1	XP_964155.1	XP_009855622.1
