fg,nc,nt
FGRAMPH1_01T17917,NCU00380,NEUTE1DRAFT_100959
FGRAMPH1_01T17919,NCU11172,NEUTE1DRAFT_122211
FGRAMPH1_01T17923,NCU00161,NEUTE1DRAFT_110037
FGRAMPH1_01T17925,NCU06460,NEUTE1DRAFT_62466
FGRAMPH1_01T17937,NCU09207,NEUTE1DRAFT_125861
FGRAMPH1_01T17939,NCU11319,NEUTE1DRAFT_41103
FGRAMPH1_01T17949,NCU06482,NEUTE1DRAFT_81182
FGRAMPH1_01T17953,NCU06473,NEUTE1DRAFT_62491
FGRAMPH1_01T17955,NCU00330,NEUTE1DRAFT_82165
FGRAMPH1_01T17963,NCU00324,NEUTE1DRAFT_146496
FGRAMPH1_01T17965,NCU00325,NEUTE1DRAFT_129820
FGRAMPH1_01T17971,NCU00320,NEUTE1DRAFT_122338
FGRAMPH1_01T17975,NCU00319,NEUTE1DRAFT_129815
FGRAMPH1_01T17979,NCU00337,NEUTE1DRAFT_63501
FGRAMPH1_01T17983,NCU00403,NEUTE1DRAFT_122404
FGRAMPH1_01T17987,NCU06183,NEUTE1DRAFT_81265
FGRAMPH1_01T18013,NCU00101,NEUTE1DRAFT_63018
FGRAMPH1_01T18019,NCU00103,NEUTE1DRAFT_116941
FGRAMPH1_01T18023,NCU00409,NEUTE1DRAFT_146563
FGRAMPH1_01T18043,NCU00209,NEUTE1DRAFT_129730
FGRAMPH1_01T18045,NCU00210,NEUTE1DRAFT_146404
FGRAMPH1_01T18059,NCU00214,NEUTE1DRAFT_122251
FGRAMPH1_01T18069,NCU06411,NEUTE1DRAFT_121881
FGRAMPH1_01T18073,NCU06409,NEUTE1DRAFT_81044
FGRAMPH1_01T18081,NCU00205,NEUTE1DRAFT_146400
FGRAMPH1_01T18085,NCU00203,NEUTE1DRAFT_122240
FGRAMPH1_01T18091,NCU11353,NEUTE1DRAFT_146059
FGRAMPH1_01T18093,NCU00335,NEUTE1DRAFT_63496
FGRAMPH1_01T18099,NCU00453,NEUTE1DRAFT_82426
FGRAMPH1_01T18101,NCU07863,NEUTE1DRAFT_80970
FGRAMPH1_01T18103,NCU07862,NEUTE1DRAFT_121849
FGRAMPH1_01T18107,NCU00295,NEUTE1DRAFT_63423
FGRAMPH1_01T18109,NCU00276,NEUTE1DRAFT_82069
FGRAMPH1_01T18113,NCU00273,NEUTE1DRAFT_137741
FGRAMPH1_01T18123,NCU00427,NEUTE1DRAFT_82373
FGRAMPH1_01T18125,NCU00007,NEUTE1DRAFT_62819
FGRAMPH1_01T18139,NCU00014,NEUTE1DRAFT_62828
FGRAMPH1_01T18143,NCU00178,NEUTE1DRAFT_146382
FGRAMPH1_01T18155,NCU06497,NEUTE1DRAFT_81220
FGRAMPH1_01T18157,NCU06498,NEUTE1DRAFT_121954
FGRAMPH1_01T18159,NCU00184,NEUTE1DRAFT_81886
FGRAMPH1_01T18161,NCU00185,NEUTE1DRAFT_43047
FGRAMPH1_01T18165,NCU00199,NEUTE1DRAFT_81912
FGRAMPH1_01T18167,NCU00198,NEUTE1DRAFT_116980
FGRAMPH1_01T18171,NCU00193,NEUTE1DRAFT_81897
FGRAMPH1_01T18179,NCU00188,NEUTE1DRAFT_100773
FGRAMPH1_01T18187,NCU06485,NEUTE1DRAFT_81192
FGRAMPH1_01T18193,NCU00268,NEUTE1DRAFT_129780
FGRAMPH1_01T18201,NCU00280,NEUTE1DRAFT_63397
FGRAMPH1_01T18205,NCU09008,NEUTE1DRAFT_24852
FGRAMPH1_01T18207,NCU09007,NEUTE1DRAFT_122517
FGRAMPH1_01T18211,NCU09005,NEUTE1DRAFT_82620
FGRAMPH1_01T18213,NCU09003,NEUTE1DRAFT_146664
FGRAMPH1_01T18215,NCU09002,NEUTE1DRAFT_117116
FGRAMPH1_01T18217,NCU09001,NEUTE1DRAFT_82608
FGRAMPH1_01T18219,NCU09000,NEUTE1DRAFT_122510
FGRAMPH1_01T18221,NCU08999,NEUTE1DRAFT_122509
FGRAMPH1_01T18223,NCU09010,NEUTE1DRAFT_82628
FGRAMPH1_01T18235,NCU00364,NEUTE1DRAFT_82233
FGRAMPH1_01T18237,NCU00345,NEUTE1DRAFT_146509
FGRAMPH1_01T18243,NCU00369,NEUTE1DRAFT_63566
FGRAMPH1_01T18245,NCU00370,NEUTE1DRAFT_82248
FGRAMPH1_01T18249,NCU00371,NEUTE1DRAFT_63568
FGRAMPH1_01T18253,NCU00293,NEUTE1DRAFT_82095
FGRAMPH1_01T18261,NCU07869,NEUTE1DRAFT_80982
FGRAMPH1_01T18279,NCU15832,NEUTE1DRAFT_122534
FGRAMPH1_01T18295,NCU08374,NEUTE1DRAFT_125920
FGRAMPH1_01T18301,NCU03296,NEUTE1DRAFT_52321
FGRAMPH1_01T18303,NCU00964,NEUTE1DRAFT_90234
FGRAMPH1_01T18307,NCU00966,NEUTE1DRAFT_71550
FGRAMPH1_01T18313,NCU00980,NEUTE1DRAFT_125745
FGRAMPH1_01T18315,NCU00979,NEUTE1DRAFT_51458
FGRAMPH1_01T18319,NCU03317,NEUTE1DRAFT_114446
FGRAMPH1_01T18321,NCU03316,NEUTE1DRAFT_150022
FGRAMPH1_01T18325,NCU00959,NEUTE1DRAFT_118669
FGRAMPH1_01T18331,NCU07928,NEUTE1DRAFT_40568
FGRAMPH1_01T18333,NCU07929,NEUTE1DRAFT_59586
FGRAMPH1_01T18335,NCU07930,NEUTE1DRAFT_144962
FGRAMPH1_01T18345,NCU12150,NEUTE1DRAFT_125032
FGRAMPH1_01T18347,NCU02510,NEUTE1DRAFT_92219
FGRAMPH1_01T18355,NCU00944,NEUTE1DRAFT_142087
FGRAMPH1_01T18381,NCU04373,NEUTE1DRAFT_128823
FGRAMPH1_01T18385,NCU06974,NEUTE1DRAFT_61395
FGRAMPH1_01T18393,NCU11345,NEUTE1DRAFT_61484
FGRAMPH1_01T18395,NCU07014,NEUTE1DRAFT_94538
FGRAMPH1_01T18397,NCU07013,NEUTE1DRAFT_129060
FGRAMPH1_01T18399,NCU07012,NEUTE1DRAFT_121508
FGRAMPH1_01T18401,NCU07305,NEUTE1DRAFT_121411
FGRAMPH1_01T18403,NCU06988,NEUTE1DRAFT_80101
FGRAMPH1_01T18405,NCU06989,NEUTE1DRAFT_121489
FGRAMPH1_01T18413,NCU04345,NEUTE1DRAFT_121261
FGRAMPH1_01T18417,NCU04347,NEUTE1DRAFT_121258
FGRAMPH1_01T18419,NCU06985,NEUTE1DRAFT_121485
FGRAMPH1_01T18425,NCU06984,NEUTE1DRAFT_129036
FGRAMPH1_01T18433,NCU07002,NEUTE1DRAFT_61458
FGRAMPH1_01T18455,NCU04469,NEUTE1DRAFT_60632
FGRAMPH1_01T18469,NCU04459,NEUTE1DRAFT_99514
FGRAMPH1_01T18471,NCU04460,NEUTE1DRAFT_79331
FGRAMPH1_01T18475,NCU04462,NEUTE1DRAFT_79325
FGRAMPH1_01T18477,NCU04463,NEUTE1DRAFT_79323
FGRAMPH1_01T18481,NCU16903,NEUTE1DRAFT_121696
FGRAMPH1_01T18513,NCU04485,NEUTE1DRAFT_60600
FGRAMPH1_01T18517,NCU04440,NEUTE1DRAFT_145389
FGRAMPH1_01T18521,NCU04443,NEUTE1DRAFT_108886
FGRAMPH1_01T18547,NCU10895,NEUTE1DRAFT_105020
FGRAMPH1_01T18551,NCU06023,NEUTE1DRAFT_131224
FGRAMPH1_01T18573,NCU03425,NEUTE1DRAFT_84627
FGRAMPH1_01T18615,NCU16742,NEUTE1DRAFT_116236
FGRAMPH1_01T18617,NCU00778,NEUTE1DRAFT_141910
FGRAMPH1_01T18621,NCU00777,NEUTE1DRAFT_89865
FGRAMPH1_01T18623,NCU06290,NEUTE1DRAFT_60503
FGRAMPH1_01T18639,NCU00771,NEUTE1DRAFT_71164
FGRAMPH1_01T18641,NCU00770,NEUTE1DRAFT_149627
FGRAMPH1_01T18671,NCU09459,NEUTE1DRAFT_102489
FGRAMPH1_01T18673,NCU09460,NEUTE1DRAFT_147667
FGRAMPH1_01T18679,NCU04261,NEUTE1DRAFT_143752
FGRAMPH1_01T18711,NCU02229,NEUTE1DRAFT_67671
FGRAMPH1_01T18715,NCU02217,NEUTE1DRAFT_95799
FGRAMPH1_01T18719,NCU02218,NEUTE1DRAFT_131427
FGRAMPH1_01T18731,NCU02204,NEUTE1DRAFT_131437
FGRAMPH1_01T18733,NCU02203,NEUTE1DRAFT_67730
FGRAMPH1_01T18735,NCU02202,NEUTE1DRAFT_148210
FGRAMPH1_01T18739,NCU02208,NEUTE1DRAFT_117891
FGRAMPH1_01T18745,NCU02211,NEUTE1DRAFT_131432
FGRAMPH1_01T18769,NCU07341,NEUTE1DRAFT_136660
FGRAMPH1_01T18771,NCU05160,NEUTE1DRAFT_116734
FGRAMPH1_01T18805,NCU00708,NEUTE1DRAFT_51905
FGRAMPH1_01T18897,NCU07318,NEUTE1DRAFT_116588
FGRAMPH1_01T18899,NCU07281,NEUTE1DRAFT_116602
FGRAMPH1_01T18901,NCU07319,NEUTE1DRAFT_79916
FGRAMPH1_01T18921,NCU07775,NEUTE1DRAFT_144743
FGRAMPH1_01T18923,NCU07774,NEUTE1DRAFT_59057
FGRAMPH1_01T18925,NCU01238,NEUTE1DRAFT_127630
FGRAMPH1_01T18927,NCU01236,NEUTE1DRAFT_76361
FGRAMPH1_01T18929,NCU01235,NEUTE1DRAFT_144189
FGRAMPH1_01T18943,NCU01101,NEUTE1DRAFT_76627
FGRAMPH1_01T18945,NCU01100,NEUTE1DRAFT_115944
FGRAMPH1_01T18947,NCU01099,NEUTE1DRAFT_76635
FGRAMPH1_01T18963,NCU06959,NEUTE1DRAFT_80046
FGRAMPH1_01T18967,NCU06958,NEUTE1DRAFT_116617
FGRAMPH1_01T18969,NCU06957,NEUTE1DRAFT_80044
FGRAMPH1_01T18995,NCU08875,NEUTE1DRAFT_77832
FGRAMPH1_01T19005,NCU08873,NEUTE1DRAFT_120567
FGRAMPH1_01T19007,NCU08874,NEUTE1DRAFT_77828
FGRAMPH1_01T19017,NCU03790,NEUTE1DRAFT_120179
FGRAMPH1_01T19019,NCU03786,NEUTE1DRAFT_58236
FGRAMPH1_01T19021,NCU03787,NEUTE1DRAFT_144408
FGRAMPH1_01T19027,NCU10889,NEUTE1DRAFT_53326
FGRAMPH1_01T19035,NCU01278,NEUTE1DRAFT_144153
FGRAMPH1_01T19039,NCU03637,NEUTE1DRAFT_120293
FGRAMPH1_01T19041,NCU01273,NEUTE1DRAFT_144159
FGRAMPH1_01T19045,NCU01271,NEUTE1DRAFT_144161
FGRAMPH1_01T19049,NCU03649,NEUTE1DRAFT_120286
FGRAMPH1_01T19053,NCU03638,NEUTE1DRAFT_58499
FGRAMPH1_01T19061,NCU03632,NEUTE1DRAFT_144524
FGRAMPH1_01T19063,NCU03633,NEUTE1DRAFT_144523
FGRAMPH1_01T19069,NCU03635,NEUTE1DRAFT_135248
FGRAMPH1_01T19073,NCU03636,NEUTE1DRAFT_34631
FGRAMPH1_01T19075,NCU01274,NEUTE1DRAFT_144158
FGRAMPH1_01T19087,NCU01081,NEUTE1DRAFT_120081
FGRAMPH1_01T19089,NCU08852,NEUTE1DRAFT_69987
FGRAMPH1_01T19097,NCU05338,NEUTE1DRAFT_117515
FGRAMPH1_01T19099,NCU08889,NEUTE1DRAFT_77591
FGRAMPH1_01T19101,NCU08891,NEUTE1DRAFT_116136
FGRAMPH1_01T19103,NCU08893,NEUTE1DRAFT_128096
FGRAMPH1_01T19105,NCU08892,NEUTE1DRAFT_128095
FGRAMPH1_01T19141,NCU01121,NEUTE1DRAFT_144278
FGRAMPH1_01T19143,NCU01120,NEUTE1DRAFT_98113
FGRAMPH1_01T19145,NCU01119,NEUTE1DRAFT_127722
FGRAMPH1_01T19149,NCU01118,NEUTE1DRAFT_76603
FGRAMPH1_01T19155,NCU01116,NEUTE1DRAFT_57926
FGRAMPH1_01T19173,NCU05642,NEUTE1DRAFT_87363
FGRAMPH1_01T19181,NCU03624,NEUTE1DRAFT_58534
FGRAMPH1_01T19191,NCU04202,NEUTE1DRAFT_115697
FGRAMPH1_01T19193,NCU04206,NEUTE1DRAFT_119543
FGRAMPH1_01T19203,NCU04208,NEUTE1DRAFT_97521
FGRAMPH1_01T19213,NCU01394,NEUTE1DRAFT_35156
FGRAMPH1_01T19215,NCU03588,NEUTE1DRAFT_77285
FGRAMPH1_01T19217,NCU03589,NEUTE1DRAFT_77282
FGRAMPH1_01T19227,NCU01844,NEUTE1DRAFT_130532
FGRAMPH1_01T19229,NCU01845,NEUTE1DRAFT_123127
FGRAMPH1_01T19235,NCU01833,NEUTE1DRAFT_84016
FGRAMPH1_01T19241,NCU01815,NEUTE1DRAFT_123107
FGRAMPH1_01T19249,NCU01818,NEUTE1DRAFT_101890
FGRAMPH1_01T19255,NCU01824,NEUTE1DRAFT_130521
FGRAMPH1_01T19259,NCU01827,NEUTE1DRAFT_117416
FGRAMPH1_01T19261,NCU01828,NEUTE1DRAFT_65328
FGRAMPH1_01T19263,NCU01829,NEUTE1DRAFT_84009
FGRAMPH1_01T19265,NCU01830,NEUTE1DRAFT_45973
FGRAMPH1_01T19267,NCU01831,NEUTE1DRAFT_84011
FGRAMPH1_01T19273,NCU01811,NEUTE1DRAFT_130509
FGRAMPH1_01T19275,NCU09754,NEUTE1DRAFT_117198
FGRAMPH1_01T19279,NCU09462,NEUTE1DRAFT_146847
FGRAMPH1_01T19281,NCU09463,NEUTE1DRAFT_83020
FGRAMPH1_01T19295,NCU09492,NEUTE1DRAFT_82959
FGRAMPH1_01T19299,NCU09474,NEUTE1DRAFT_146837
FGRAMPH1_01T19303,NCU09476,NEUTE1DRAFT_95095
FGRAMPH1_01T19307,NCU09477,NEUTE1DRAFT_130134
FGRAMPH1_01T19309,NCU09478,NEUTE1DRAFT_82987
FGRAMPH1_01T19315,NCU09481,NEUTE1DRAFT_82979
FGRAMPH1_01T19317,NCU09466,NEUTE1DRAFT_122693
FGRAMPH1_01T19321,NCU03504,NEUTE1DRAFT_123438
FGRAMPH1_01T19323,NCU03525,NEUTE1DRAFT_111453
FGRAMPH1_01T19327,NCU03527,NEUTE1DRAFT_84796
FGRAMPH1_01T19329,NCU03528,NEUTE1DRAFT_66114
FGRAMPH1_01T19333,NCU03516,NEUTE1DRAFT_147547
FGRAMPH1_01T19349,NCU03010,NEUTE1DRAFT_126732
FGRAMPH1_01T19351,NCU06789,NEUTE1DRAFT_84183
FGRAMPH1_01T19353,NCU06790,NEUTE1DRAFT_65502
FGRAMPH1_01T19355,NCU02223,NEUTE1DRAFT_67689
FGRAMPH1_01T19357,NCU02224,NEUTE1DRAFT_46079
FGRAMPH1_01T19365,NCU02256,NEUTE1DRAFT_86290
FGRAMPH1_01T19371,NCU09711,NEUTE1DRAFT_131084
FGRAMPH1_01T19373,NCU09710,NEUTE1DRAFT_131085
FGRAMPH1_01T19379,NCU02252,NEUTE1DRAFT_117878
FGRAMPH1_01T19381,NCU02254,NEUTE1DRAFT_67615
FGRAMPH1_01T19383,NCU02253,NEUTE1DRAFT_117877
FGRAMPH1_01T19385,NCU02255,NEUTE1DRAFT_124073
FGRAMPH1_01T19387,NCU09722,NEUTE1DRAFT_147833
FGRAMPH1_01T19397,NCU04549,NEUTE1DRAFT_117724
FGRAMPH1_01T19399,NCU04550,NEUTE1DRAFT_131106
FGRAMPH1_01T19401,NCU04548,NEUTE1DRAFT_123761
FGRAMPH1_01T19405,NCU06893,NEUTE1DRAFT_85216
FGRAMPH1_01T19407,NCU06894,NEUTE1DRAFT_85218
FGRAMPH1_01T19411,NCU05895,NEUTE1DRAFT_86810
FGRAMPH1_01T19413,NCU05894,NEUTE1DRAFT_148377
FGRAMPH1_01T19415,NCU05890,NEUTE1DRAFT_131595
FGRAMPH1_01T19419,NCU05889,NEUTE1DRAFT_124287
FGRAMPH1_01T19421,NCU05901,NEUTE1DRAFT_86821
FGRAMPH1_01T19423,NCU05902,NEUTE1DRAFT_68144
FGRAMPH1_01T19433,NCU09025,NEUTE1DRAFT_123580
FGRAMPH1_01T19441,NCU09057,NEUTE1DRAFT_66461
FGRAMPH1_01T19445,NCU09058,NEUTE1DRAFT_85151
FGRAMPH1_01T19447,NCU02281,NEUTE1DRAFT_124048
FGRAMPH1_01T19463,NCU01379,NEUTE1DRAFT_57391
FGRAMPH1_01T19469,NCU01377,NEUTE1DRAFT_127519
FGRAMPH1_01T19471,NCU01300,NEUTE1DRAFT_76217
FGRAMPH1_01T19475,NCU10468,NEUTE1DRAFT_76230
FGRAMPH1_01T19481,NCU03811,NEUTE1DRAFT_144385
FGRAMPH1_01T19487,NCU03809,NEUTE1DRAFT_144386
FGRAMPH1_01T19493,NCU03807,NEUTE1DRAFT_120163
FGRAMPH1_01T19505,NCU01466,NEUTE1DRAFT_119676
FGRAMPH1_01T19509,NCU07793,NEUTE1DRAFT_144754
FGRAMPH1_01T19511,NCU07794,NEUTE1DRAFT_59088
FGRAMPH1_01T19519,NCU03799,NEUTE1DRAFT_58203
FGRAMPH1_01T19527,NCU03798,NEUTE1DRAFT_144396
FGRAMPH1_01T19531,NCU01371,NEUTE1DRAFT_134718
FGRAMPH1_01T19533,NCU01370,NEUTE1DRAFT_76086
FGRAMPH1_01T19535,NCU03771,NEUTE1DRAFT_120196
FGRAMPH1_01T19541,NCU03774,NEUTE1DRAFT_127852
FGRAMPH1_01T19545,NCU03813,NEUTE1DRAFT_58168
FGRAMPH1_01T19553,NCU09029,NEUTE1DRAFT_102507
FGRAMPH1_01T19573,NCU01085,NEUTE1DRAFT_144301
FGRAMPH1_01T19577,NCU04198,NEUTE1DRAFT_75330
FGRAMPH1_01T19579,NCU04199,NEUTE1DRAFT_75329
FGRAMPH1_01T19591,NCU07738,NEUTE1DRAFT_77676
FGRAMPH1_01T19597,NCU03709,NEUTE1DRAFT_135188
FGRAMPH1_01T19599,NCU03668,NEUTE1DRAFT_144498
FGRAMPH1_01T19601,NCU01256,NEUTE1DRAFT_119938
FGRAMPH1_01T19613,NCU09534,NEUTE1DRAFT_93653
FGRAMPH1_01T19619,NCU08047,NEUTE1DRAFT_128907
FGRAMPH1_01T19623,NCU08693,NEUTE1DRAFT_79782
FGRAMPH1_01T19627,NCU10927,NEUTE1DRAFT_61104
FGRAMPH1_01T19635,NCU05294,NEUTE1DRAFT_121594
FGRAMPH1_01T19639,NCU05293,NEUTE1DRAFT_80362
FGRAMPH1_01T19649,NCU05290,NEUTE1DRAFT_116687
FGRAMPH1_01T19651,NCU05289,NEUTE1DRAFT_38258
FGRAMPH1_01T19655,NCU05287,NEUTE1DRAFT_61697
FGRAMPH1_01T19659,NCU05285,NEUTE1DRAFT_80382
FGRAMPH1_01T19661,NCU05286,NEUTE1DRAFT_136923
FGRAMPH1_01T19669,NCU08840,NEUTE1DRAFT_61540
FGRAMPH1_01T19683,NCU06333,NEUTE1DRAFT_39444
FGRAMPH1_01T19685,NCU05263,NEUTE1DRAFT_61756
FGRAMPH1_01T19689,NCU05265,NEUTE1DRAFT_80430
FGRAMPH1_01T19693,NCU05266,NEUTE1DRAFT_80428
FGRAMPH1_01T19695,NCU05262,NEUTE1DRAFT_100065
FGRAMPH1_01T19697,NCU05261,NEUTE1DRAFT_61761
FGRAMPH1_01T19701,NCU05260,NEUTE1DRAFT_61763
FGRAMPH1_01T19703,NCU05259,NEUTE1DRAFT_80447
FGRAMPH1_01T19713,NCU07695,NEUTE1DRAFT_60053
FGRAMPH1_01T19715,NCU07694,NEUTE1DRAFT_78736
FGRAMPH1_01T19717,NCU07693,NEUTE1DRAFT_120932
FGRAMPH1_01T19727,NCU07687,NEUTE1DRAFT_120939
FGRAMPH1_01T19729,NCU16778,NEUTE1DRAFT_10683
FGRAMPH1_01T19735,NCU04355,NEUTE1DRAFT_128834
FGRAMPH1_01T19743,NCU05248,NEUTE1DRAFT_61792
FGRAMPH1_01T19751,NCU07041,NEUTE1DRAFT_61524
FGRAMPH1_01T19753,NCU04336,NEUTE1DRAFT_145479
FGRAMPH1_01T19763,NCU04334,NEUTE1DRAFT_94422
FGRAMPH1_01T19769,NCU06391,NEUTE1DRAFT_121031
FGRAMPH1_01T19773,NCU06389,NEUTE1DRAFT_60319
FGRAMPH1_01T19777,NCU06387,NEUTE1DRAFT_128623
FGRAMPH1_01T19779,NCU06386,NEUTE1DRAFT_60321
FGRAMPH1_01T19781,NCU08280,NEUTE1DRAFT_116406
FGRAMPH1_01T19783,NCU08279,NEUTE1DRAFT_60244
FGRAMPH1_01T19791,NCU08277,NEUTE1DRAFT_116408
FGRAMPH1_01T19799,NCU08329,NEUTE1DRAFT_116392
FGRAMPH1_01T19807,NCU16790,NEUTE1DRAFT_120976
FGRAMPH1_01T19819,NCU08317,NEUTE1DRAFT_60169
FGRAMPH1_01T19823,NCU06707,NEUTE1DRAFT_127422
FGRAMPH1_01T19839,NCU06715,NEUTE1DRAFT_143967
FGRAMPH1_01T19843,NCU01581,NEUTE1DRAFT_83585
FGRAMPH1_01T19847,NCU01584,NEUTE1DRAFT_147079
FGRAMPH1_01T19853,NCU01587,NEUTE1DRAFT_117312
FGRAMPH1_01T19857,NCU01589,NEUTE1DRAFT_122948
FGRAMPH1_01T19861,NCU05463,NEUTE1DRAFT_138874
FGRAMPH1_01T19867,NCU05477,NEUTE1DRAFT_123233
FGRAMPH1_01T19877,NCU06855,NEUTE1DRAFT_123231
FGRAMPH1_01T19883,NCU01528,NEUTE1DRAFT_95191
FGRAMPH1_01T19885,NCU06851,NEUTE1DRAFT_130616
FGRAMPH1_01T19895,NCU06745,NEUTE1DRAFT_147264
FGRAMPH1_01T19897,NCU06746,NEUTE1DRAFT_84077
FGRAMPH1_01T19899,NCU06738,NEUTE1DRAFT_147257
FGRAMPH1_01T19903,NCU06740,NEUTE1DRAFT_123136
FGRAMPH1_01T19907,NCU06741,NEUTE1DRAFT_45658
FGRAMPH1_01T19909,NCU06742,NEUTE1DRAFT_123138
FGRAMPH1_01T19911,NCU06743,NEUTE1DRAFT_27368
FGRAMPH1_01T19913,NCU01649,NEUTE1DRAFT_130406
FGRAMPH1_01T19917,NCU01650,NEUTE1DRAFT_122994
FGRAMPH1_01T19919,NCU01651,NEUTE1DRAFT_65011
FGRAMPH1_01T19923,NCU01673,NEUTE1DRAFT_65058
FGRAMPH1_01T19925,NCU01674,NEUTE1DRAFT_83741
FGRAMPH1_01T19929,NCU11222,NEUTE1DRAFT_147033
FGRAMPH1_01T19933,NCU01668,NEUTE1DRAFT_44868
FGRAMPH1_01T19935,NCU01667,NEUTE1DRAFT_117347
FGRAMPH1_01T19937,NCU01666,NEUTE1DRAFT_65046
FGRAMPH1_01T19939,NCU01665,NEUTE1DRAFT_130418
FGRAMPH1_01T19941,NCU01664,NEUTE1DRAFT_65043
FGRAMPH1_01T19943,NCU01659,NEUTE1DRAFT_83720
FGRAMPH1_01T19949,NCU01509,NEUTE1DRAFT_83460
FGRAMPH1_01T19951,NCU06844,NEUTE1DRAFT_84250
FGRAMPH1_01T19953,NCU06843,NEUTE1DRAFT_95379
FGRAMPH1_01T19955,NCU06842,NEUTE1DRAFT_65565
FGRAMPH1_01T19965,NCU02277,NEUTE1DRAFT_67553
FGRAMPH1_01T19969,NCU02264,NEUTE1DRAFT_117872
FGRAMPH1_01T19971,NCU02248,NEUTE1DRAFT_131398
FGRAMPH1_01T19979,NCU02268,NEUTE1DRAFT_86258
FGRAMPH1_01T19983,NCU02270,NEUTE1DRAFT_86253
FGRAMPH1_01T19987,NCU02219,NEUTE1DRAFT_131426
FGRAMPH1_01T20001,NCU09699,NEUTE1DRAFT_123750
FGRAMPH1_01T20005,NCU10311,NEUTE1DRAFT_147855
FGRAMPH1_01T20015,NCU09708,NEUTE1DRAFT_147844
FGRAMPH1_01T20017,NCU09707,NEUTE1DRAFT_117714
FGRAMPH1_01T20025,NCU06108,NEUTE1DRAFT_66982
FGRAMPH1_01T20027,NCU06084,NEUTE1DRAFT_131181
FGRAMPH1_01T20029,NCU09439,NEUTE1DRAFT_46068
FGRAMPH1_01T20031,NCU09438,NEUTE1DRAFT_85051
FGRAMPH1_01T20059,NCU05023,NEUTE1DRAFT_118345
FGRAMPH1_01T20063,NCU05027,NEUTE1DRAFT_69871
FGRAMPH1_01T20067,NCU02280,NEUTE1DRAFT_86222
FGRAMPH1_01T20069,NCU02232,NEUTE1DRAFT_86342
FGRAMPH1_01T20071,NCU02231,NEUTE1DRAFT_131414
FGRAMPH1_01T20073,NCU09437,NEUTE1DRAFT_85046
FGRAMPH1_01T20085,NCU06090,NEUTE1DRAFT_67014
FGRAMPH1_01T20087,NCU06091,NEUTE1DRAFT_85692
FGRAMPH1_01T20089,NCU06102,NEUTE1DRAFT_123831
FGRAMPH1_01T20091,NCU06103,NEUTE1DRAFT_85676
FGRAMPH1_01T20093,NCU06104,NEUTE1DRAFT_85671
FGRAMPH1_01T20097,NCU11000,NEUTE1DRAFT_123605
FGRAMPH1_01T20099,NCU06859,NEUTE1DRAFT_111647
FGRAMPH1_01T20103,NCU06099,NEUTE1DRAFT_85682
FGRAMPH1_01T20109,NCU02367,NEUTE1DRAFT_148075
FGRAMPH1_01T20111,NCU06879,NEUTE1DRAFT_85194
FGRAMPH1_01T20113,NCU06095,NEUTE1DRAFT_147937
FGRAMPH1_01T20121,NCU02414,NEUTE1DRAFT_123932
FGRAMPH1_01T20131,NCU10747,NEUTE1DRAFT_148061
FGRAMPH1_01T20135,NCU02379,NEUTE1DRAFT_86028
FGRAMPH1_01T20141,NCU02399,NEUTE1DRAFT_85981
FGRAMPH1_01T20143,NCU02398,NEUTE1DRAFT_85982
FGRAMPH1_01T20145,NCU02412,NEUTE1DRAFT_85944
FGRAMPH1_01T20147,NCU02415,NEUTE1DRAFT_85936
FGRAMPH1_01T20157,NCU02418,NEUTE1DRAFT_123928
FGRAMPH1_01T20159,NCU02416,NEUTE1DRAFT_85933
FGRAMPH1_01T20165,NCU02388,NEUTE1DRAFT_67323
FGRAMPH1_01T20167,NCU02387,NEUTE1DRAFT_123959
FGRAMPH1_01T20175,NCU02390,NEUTE1DRAFT_86003
FGRAMPH1_01T20183,NCU02395,NEUTE1DRAFT_131286
FGRAMPH1_01T20185,NCU02394,NEUTE1DRAFT_85993
FGRAMPH1_01T20187,NCU06394,NEUTE1DRAFT_60307
FGRAMPH1_01T20189,NCU10897,NEUTE1DRAFT_60304
FGRAMPH1_01T20191,NCU06395,NEUTE1DRAFT_121028
FGRAMPH1_01T20197,NCU06398,NEUTE1DRAFT_128614
FGRAMPH1_01T20199,NCU08973,NEUTE1DRAFT_117105
FGRAMPH1_01T20219,NCU02025,NEUTE1DRAFT_89391
FGRAMPH1_01T20221,NCU02026,NEUTE1DRAFT_70700
FGRAMPH1_01T20229,NCU00618,NEUTE1DRAFT_97163
FGRAMPH1_01T20231,NCU00619,NEUTE1DRAFT_119239
FGRAMPH1_01T20233,NCU00620,NEUTE1DRAFT_74336
FGRAMPH1_01T20237,NCU00662,NEUTE1DRAFT_51966
FGRAMPH1_01T20239,NCU00663,NEUTE1DRAFT_119258
FGRAMPH1_01T20241,NCU00641,NEUTE1DRAFT_126882
FGRAMPH1_01T20247,NCU05623,NEUTE1DRAFT_124530
FGRAMPH1_01T20251,NCU05620,NEUTE1DRAFT_148622
FGRAMPH1_01T20253,NCU05958,NEUTE1DRAFT_88306
FGRAMPH1_01T20257,NCU05635,NEUTE1DRAFT_131814
FGRAMPH1_01T20259,NCU05638,NEUTE1DRAFT_87368
FGRAMPH1_01T20265,NCU04049,NEUTE1DRAFT_124690
FGRAMPH1_01T20267,NCU04047,NEUTE1DRAFT_103890
FGRAMPH1_01T20269,NCU04075,NEUTE1DRAFT_124666
